visitor_zip,visitorzip_lat,visitorzip_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
501,40.8154,-73.0456,8,8,8,-14,-14,-14,1,1,1,4232.92,4232.92,4232.92,1,1,8
544,40.8154,-73.0456,2,2,2,95,95,95,7,7,7,1778.42,1778.42,1778.42,1,7,14
601,18.196747,-66.736735,1.75,2,2,0,0,0.2,1.8,2,4.2,2786.74,2786.74,2786.74,5,14,27
602,18.352927,-67.177532,2,2,2.25,60.5,84,89,2,2,2.2,4798.34,5397.51,5563.28,5,11,25
603,18.458585,-67.129867,3,3,3,26,26,26,1,1,1,4291.89,4291.89,4291.89,1,1,3
604,18.488773,-67.147741,1,1,1,0,0,0,1,1,1,5492.42,5492.42,5492.42,1,1,1
611,18.2856,-66.9698,6,6,6,148,148,148,2,2,2,2812.58,2812.58,2812.58,1,2,12
612,18.388009,-66.665279,2,2,2,3,14,25,2,2.5,3,3418.09,4136.81,4855.53,2,5,10
613,18.4744,-66.7163, NaN, NaN, NaN,2,2,2,NaN,NaN,NaN,5528.12,5528.12,5528.12,1,0,0
627,18.425195,-66.867756,1,1,1,6,6,6,2,2,2,2650.87,2650.87,2650.87,1,2,2
631,18.224554,-66.867756,4,4,4,181,181,181,3,3,3,3363.35,3363.35,3363.35,1,3,12
646,18.459098,-66.272418,2,4,5,20.25,27,79,1,1,2.2,4095.44,4885.96,5135.32,7,8,33
660,18.138245,-67.111993,1.25,2,2.75,7.5,30,30,2.2,3,3,3572.16,3572.16,3584.9,3,8,15
662,18.45613,-67.02263,2,2,2,40,40,40,2,2,2,2868.91,2868.91,2868.91,1,2,4
664,18.210309,-66.581923,6,6,6,0,0,0,2,2,2,3605.1,3605.1,3605.1,1,2,12
667,18.010034,-67.02263,1,1,1.75,0,0,18.8,1,1,1,4872.9,4950.35,4950.35,3,3,4
680,18.210009,-67.106035,4,4,4,39,39,39,2,2,2,5519.92,5519.92,5519.92,1,2,8
681,18.1211,-67.0824,1,1,1,4,4,4,4,4,4,4835,4835,4835,1,4,4
682,18.220812,-67.147741,1.25,2,3.5,0.75,3,12.8,1,1,2.5,3275.2,4417.25,4448.09,3,5,11
683,18.099194,-67.02263,4,4,4,121,121,121,3,3,3,5444.77,5444.77,5444.77,1,3,12
705,18.135403,-66.260518,2,2,2,15,15,15,3,3,3,5523.75,5523.75,5523.75,1,3,6
716,17.987655,-66.6236,7,7,7,0,0,0,3,3,3,3117.03,3117.03,3117.03,1,3,21
720,18.20454,-66.450958,5,5,5,93,93,93,5,5,5,3183.42,3183.42,3183.42,1,5,25
721,18.3018,-66.08,1,1,1,35,35,35,2,2,2,2890.7,2890.7,2890.7,1,2,2
725,18.205646,-66.034458,3.5,8,8,10.5,33,39,1.2,2,2.8,3177.79,5050.03,5463.73,3,6,42
726,18.2364,-66.0489,3,3,3,0,0,0,1,1,1,3698.97,3698.97,3698.97,1,1,3
729,18.341924,-65.891738,2,2,3,0,0,0,2,2.5,3,3341.22,3341.22,3341.22,6,17,49
730,18.032129,-66.6236,5,6,6,29.5,78,131.5,1,1.5,3,4830.68,4953.5,5289.17,4,8,40
731,18.095571,-66.641462, NaN, NaN, NaN,0,12.5,25,NaN,NaN,NaN,3987.79,3987.79,3987.79,2,0,0
732,18.0133,-66.6146,4,4,4,34,36,38,1,2.5,4,2547.07,2555.17,2563.27,2,5,20
737,18.1138,-66.1667,1,1,1,0,0,0,2,2,2,3755.56,3755.56,3755.56,1,2,2
738,18.30999,-65.653972, NaN, NaN, NaN,2,2,2,NaN,NaN,NaN,5631.23,5631.23,5631.23,2,0,0
740,18.338024,-65.593093,6,6,6,2,2,2,1,1,1,3496.57,3496.57,3496.57,1,1,6
741,18.16462,-65.766894,1,1,1,0,0,0,2,2,2,3469.49,3469.49,3469.49,1,2,2
742,18.2666,-65.6482,3,3,3,27,27,27,4,4,4,2897.64,2897.64,2897.64,1,4,12
745,18.34505,-65.832284,5,5,5.75,4.5,18,20.2,2,2,2,5056.68,5058.82,5495.75,3,6,32
754,18.142369,-65.974986,4,4,4,0,0,0,1,1,1,4931.47,4931.47,4931.47,1,1,4
765,18.126285,-65.440098,2,2,4.25,0,3,16.8,1,1,2,3531.2,4979.77,5497.41,7,11,31
766,18.13,-66.474329,5,5,5,12,12,12,2,2,2,3430.41,3430.41,3430.41,1,2,10
767,18.068802,-65.903106, NaN, NaN, NaN,0,0,0,NaN,NaN,NaN,5051.53,5051.53,5051.53,1,0,0
769,18.096036,-66.351012,5,6,6,48,58,102,2,2.5,3,2591.54,2591.54,2591.54,6,15,84
773,18.338815,-65.720102,1,2,2.25,0,0,2,1,2,2.2,2460,2832.18,3775.69,5,9,18
775,18.313697,-65.294233,2,2,2.25,1,5,35,2,3,5,3562.57,3562.57,3562.57,49,221,485
784,18.018004,-66.133308,2,2,2,44,44,44,2,2,2,4925.06,4925.06,4925.06,1,2,4
786,18.1564,-66.2336,5,5.5,6,0,0,0,2,2,2,3457,3461.96,3466.91,2,4,22
791,18.138009,-65.818996, NaN, NaN, NaN,2,2,2,NaN,NaN,NaN,5627.5,5627.5,5627.5,1,0,0
795,18.017302,-66.493329,6,6,6,0,0,0,1,1,1,3445.69,3445.69,3445.69,1,1,6
801,18.3436,-64.9314,1,1,1,-1,-1,-1,2,2,2,6025.67,6025.67,6025.67,1,2,2
802,18.3436,-64.9322,2,3,7.5,0.5,4,60.5,1,2.5,4,2907.34,5009.97,5111.17,40,138,909
803,18.3436,-64.9314,1,1.5,2.5,0,5,135.5,1,1,1,2656.45,5010.04,6274.89,9,4,7
804,18.3436,-64.9314,2,2,2,43.5,74,121.2,1.8,2,3,5391.41,5679.28,5679.28,5,11,22
805,18.3436,-64.9314,3,3,3,0,0.5,1,2,2,2,2420.86,3403.98,4387.11,2,4,12
820,17.745384,-64.703369,4,4,4,5,17.5,70,3,3,4,3885.73,3885.73,3885.73,6,22,67
821,17.7488,-64.7039,2,5,8,48,68.5,89,1,1,1,4917.61,5507.39,6097.17,2,2,10
822,17.7488,-64.7039,4,4,4,18,25.5,33,2,2,2,4665.03,4677.36,4689.69,2,4,16
824,17.7488,-64.7039,2,3,3.5,0,0,57.8,1,1,2,2639.39,2963.85,4956.69,9,12,54
830,18.3282,-64.7407,2,2,4,2.75,52,159,1,2,3,2899.08,4651.85,5128.85,45,145,672
831,18.3333,-64.7943,2,2,2,6,29,77,1,2,4,2897.97,4745.13,5190.78,42,132,322
840,17.712409,-64.882164,1.25,2,2,6.25,25,70,1.2,2,2.8,5068.39,5110.58,5581.83,3,6,10
841,17.7147,-64.8818,1,1,1,0,19.5,39,1,1,1,2605.63,2659.36,2713.1,2,2,2
850,17.723,-64.78295,3,3,3,30.25,106,110.5,3,3,3,4118.83,4118.83,4746.65,3,3,9
851,17.7253,-64.7836,2,4.5,7,28,93,158,1,2,3,2685.04,4175.57,5666.1,2,4,23
901,18.4654,-66.104373,2,2,3,20.5,37.5,52,2,2.5,3.5,4900.45,4900.45,5077.4,4,11,30
902,18.4683,-66.1061,4,4,5,52,79.5,111,1,1.5,3,4751.48,5588.32,5609.78,6,13,60
907,18.451852,-66.084976,2,2,4,2,19,143,2,3,3,3842.76,3981.23,5429.81,11,22,60
911,18.451408,-66.057889,2,2.5,4,1.75,7,22.8,1.5,2.5,4.5,4414.28,5574.17,5594.1,5,12,33
912,18.445384,-66.061116,1,1,1,0,0,0,1,1,1,5006.39,5006.39,5006.39,1,1,1
913,18.450365,-66.044399,4,4,4,12,12,12,1,1,1,2491.68,2491.68,2491.68,1,1,4
918,18.423656,-66.067402,2,3,4,11,95,179,2,2,2,2573.22,4061.88,5550.54,2,4,12
920,18.416061,-66.089552,3,3.5,4,2,90,178,1,3.5,6,4904.74,5221.94,5539.14,2,7,22
922,18.4683,-66.1061,3,3,3,191,191,191,NaN,NaN,NaN,3978.56,3978.56,3978.56,1,0,0
923,18.41138,-66.033958,3,4,4,15.5,95,96.8,1,1,2,5589.74,5590.01,5590.01,7,11,37
926,18.34646,-66.062461,2,3,4,3.75,30,99.2,1,2,2,4496.55,5012.48,5646.85,21,35,113
927,18.38759,-66.072006,3,3,6,26.75,35,81.2,1,2,2,4906.94,5240.75,5519.7,15,24,94
936,18.4683,-66.1061,6,6,6,94,94,94,5,5,5,4900.12,4900.12,4900.12,1,5,30
939,18.4683,-66.1061,2,2,2,102,102,102,2,2,2,5886.86,5886.86,5886.86,1,2,4
940,18.466229,-66.105735,2,4,6,0,91,182,2,3.5,5,4900.28,5286.99,5673.69,2,7,34
949,18.432704,-66.199115,6,6,6.75,0,0,41.3,1,1,2.5,5102.9,5426.08,5426.08,3,5,31
953,18.357812,-66.258113,6,6,6,21,21,21,2,2,2,4893.36,4893.36,4893.36,2,4,24
956,18.323022,-66.172992,5,5,5,158,158,158,3,3,3,5647.48,5647.48,5647.48,1,3,15
958,18.4008,-66.1589,6,6,6,96,96,96,2,2,2,5643.68,5643.68,5643.68,1,2,12
966,18.39779,-66.116071,4,4.5,6,113,114,118,1,1.5,2,4903.5,5004.59,5507.24,6,9,39
968,18.414026,-66.108363,2,2,2,22,22,22,1,1,1,5612.95,5612.95,5612.95,1,1,2
969,18.330998,-66.112285,2,5,6,14.25,47,115,2,2,2.2,4907.88,5440.6,5507.07,19,36,174
976,18.337034,-65.990043,2,5,5,86.75,101,121.2,1,1,2.5,4770.07,4918.33,5445.22,13,33,136
977,18.3569,-66.0076,4,4,4,11,11,11,2,2,2,4913.93,4913.93,4913.93,1,2,8
979,18.438381,-66.011814,1,2,3,0.25,1,1.8,1,1,1,3767.07,5591.95,5599.24,3,2,4
983,18.415614,-65.977729,9,9,9,3,3,3,4,4,4,5921.21,5921.21,5921.21,1,4,36
984,18.3828,-65.9578,2,3,6,63.5,107.5,131.5,2,2.5,5,4918.41,5584.29,5603.03,12,38,177
987,18.331133,-65.950318, NaN, NaN, NaN,2,2,2,NaN,NaN,NaN,5603.99,5603.99,5603.99,1,0,0
1001,42.065842,-72.620948,2,3,5.75,9,64.5,147,2,4,6,122.89,426.09,1541.69,76,336,1312
1002,42.372901,-72.450902,2,2,4,4,16,46,1,2,3,405.71,1903.01,3464.05,592,1312,4417
1003,42.39115,-72.524316,5.25,30,48,2.5,87,129,1,2,2,2801.2,3138.39,3457.95,16,24,659
1004,42.3736,-72.5209,2,3,4,10,15,81.5,1,1,3,410.49,410.49,3474.6,27,63,231
1005,42.420844,-72.10623,2,2,3,15,56.5,148,2,2,3,100.58,100.58,556.01,102,293,795
1007,42.274798,-72.401922,2,3,4,4,29,108,1,2,4,104.2,408.51,3468.44,266,921,3323
1008,42.186964,-72.956111,1.75,2,3,0,2,28.2,1,3,3,468.06,2469.12,3356.77,17,45,111
1009,42.2075,-72.3496,1.75,3,4,2.25,35,41.8,2,3,3,199.45,409.35,518.41,9,25,72
1010,42.126637,-72.204617,2,2,4,4.5,43,169.5,1,3,8,405.22,405.22,2049.71,68,268,975
1011,42.268566,-72.980845,2,3,4,0,42.5,53,2,2,3,251.64,448.74,1139.37,10,24,83
1012,42.365393,-72.819914,1.5,4,18.5,10,36,99,1.5,3,5.5,235.8,577.91,3455.54,14,47,1656
1013,42.160827,-72.603375,2,2.5,4,7,33.5,124,2,3,3,112.64,112.64,429.4,102,297,3199
1020,42.17762,-72.562566,2,3,6,14,69,144.2,2,3,4,111.36,111.36,111.36,353,1315,4921
1021,42.1486,-72.6085,6,6,6,14,93,172,2,4.5,7,113.92,272.22,430.53,2,9,54
1022,42.195565,-72.542478,2.25,3,4,4.5,32,50,1.2,3,4.8,622.87,1286.17,1854.08,7,21,69
1026,42.441033,-72.915573,2,3.5,5,11,138,173,2,3,3,423.94,434.24,3199.24,34,101,2381
1027,42.292895,-72.717599,2,2,4,7,27,119,1,3,3.5,219.07,428.97,1567.09,251,678,7817
1028,42.06166,-72.498771,2,2,5,2,21.5,76.5,2,2,3,199.96,428.91,1995.35,120,304,988
1029,42.192033,-73.045339,1.5,2,2.5,29.5,37,71,2,3,4,1214.7,1647.54,2614.14,8,36,116
1030,42.070474,-72.675174,2,4,6,15,56.5,133.5,1,2,4,169.84,1498.75,3469.96,104,285,1793
1031,42.3611,-72.20382,5,5,5,2,17.5,33,3,3.5,4,52.6,146.89,241.18,2,7,35
1032,42.454455,-72.826714,2,2,3.5,6,17,71,1,1.5,2.5,427.18,1677.35,2211.06,12,23,120
1033,42.257915,-72.505683,2,2.5,5,2,24,108,1.8,2,4,103.62,466.89,2681.99,58,165,731
1034,42.092408,-72.949682,2,2,3.5,4,28,73.5,2,2.5,4,484.71,2158.59,3162.3,32,99,252
1035,42.356251,-72.585014,2,2,4,0,11,40.5,1,2,3,285.81,795.87,3453.07,111,269,814
1036,42.072956,-72.416626,2,2,3.5,0,10,91.7,1,2,3,422.74,1767.95,2735.73,69,188,549
1037,42.378705,-72.192186,2,2,2,3,5,7,1,1.5,3,387.73,1252.35,3999.81,14,29,72
1038,42.3863,-72.60588,2,2,3,6.25,29,72.2,1,1,2.2,525.55,3451.25,3910.03,25,38,145
1039,42.411178,-72.688894,2,3,4,4,31,89,1,1.5,3,1192.64,3345.55,3971.31,34,75,239
1040,42.222692,-72.640474,2,2,4,5.75,31,73.2,1,2,3,249.42,427.99,3065.06,169,453,1943
1050,42.270928,-72.903169,2,3,4,4.25,14,54,1,2,3,99.43,99.43,988.83,27,53,151
1053,42.352158,-72.715494,2,2,3,4.75,21,105,1,3,3,90.44,414.83,601.61,77,207,565
1054,42.475356,-72.487555,2,2,4,6,31.5,108,1,2,5.2,402.1,539.42,3428.62,112,331,1255
1056,42.192007,-72.45872,2,3,5,10,39,143.3,2,3,6,111.67,224.63,1222.61,83,315,3453
1057,42.095536,-72.312918,2,3,5,3,29,98.5,2,3,5,125.42,414.41,1279.68,112,455,1970
1059,42.3738,-72.5205,2,2,2,6,66,126,2,8,14,410.45,410.45,410.45,2,16,32
1060,42.329604,-72.625124,2,2,4,5,21,57,1,2,3,420.35,1202.28,3449.85,432,1071,5527
1061,42.3251,-72.6418,3.5,10,27.5,43,369,370,1,4,10,17.22,17.22,3453.99,9,49,1264
1062,42.330067,-72.692655,2,2,4,2.25,27,98,1,2,3,414.53,644.65,3375.44,275,679,6807
1063,42.31822,-72.637674,1,2,3.25,0.75,3,9.7,1,1,3,492.66,2750.39,3840,13,27,55
1066,42.4107,-72.6253,2.25,3,5.25,59.25,63,79.5,2.2,3,3,84.96,84.96,84.96,3,8,30
1068,42.353309,-72.051399,2,2,4,7.5,32.5,42.5,2,3,6.5,369.27,379.93,1049.54,20,74,204
1069,42.192062,-72.307682,2,4,6,4,23,96.8,1,3,5,115.48,115.48,518.47,105,352,1415
1070,42.519603,-72.925186,1.5,2,3,0,4,47.8,1,1,2,998.59,2724.7,3252.12,13,18,38
1071,42.169224,-72.854502,2,2,30,0,23,207.2,1,2,4,19.19,435.44,910.34,21,49,1089
1072,42.463022,-72.419998,1,2,3,1,17,82.8,2,3,6.2,84.07,398.13,3466.3,111,480,1930
1073,42.230586,-72.741034,2,4,5,21,105.5,176,2,3,4,264.18,429.13,2743.34,62,167,831
1075,42.258591,-72.575936,2,2,5,5.5,29,60,1,3,4,220.56,467.98,3093.89,108,313,2635
1077,42.049922,-72.772197,2,3,8,13.5,47,183,2,2,3,85.83,266.1,1154.08,107,287,4484
1079,42.1968,-72.3271,2,3,5,16,20.5,54,1,1,2,1805.96,3699.93,3984.36,8,14,60
1080,42.178348,-72.370504,3,6,6,0,10,173,2,3,5,115.19,115.19,115.19,10,36,194
1081,42.061818,-72.231415,2.5,4,6,10.5,29,55.5,2,3,4.8,30.37,147.86,467.91,20,60,238
1082,42.288872,-72.277566,2,3,4,4.5,24.5,57,2,3,3.5,106.47,309.43,1187.06,64,171,583
1083,42.202992,-72.197431,1,2,4,0,18,61,2,3,6,117.89,399.57,1014.72,75,325,941
1084,42.386792,-72.879415,2,2,4,18.5,20,102,1,2,3.5,1456.48,3121.87,3433.86,4,9,30
1085,42.162725,-72.771374,2,2,5,2.25,34,114.5,2,3,5,111.2,440.68,1982.58,311,1118,5683
1086,42.1253,-72.7501,2,2.5,3,52,60.5,69,3,3,3,441.59,622.91,804.23,2,6,15
1088,42.388711,-72.646558,2,2.5,3.5,50.5,101.5,127.5,2,3,5.5,247.47,525.06,1923.06,12,54,140
1089,42.125682,-72.641677,2,2,4,3.5,30,120.5,1.5,2,4,224.57,434.24,2348.17,116,357,2207
1090,42.1068,-72.6206,6,6,6,166,166,166,6,6,6,497.9,497.9,497.9,1,6,36
1092,42.202417,-72.221696,2,2,4,10.5,25,58.5,2.5,3,6,39.07,235.81,395.86,8,32,89
1093,42.4399,-72.6353,2,2,2.5,1.5,48.5,79.5,1,1.5,3,404.1,605.23,3442.9,16,41,178
1094,42.3517,-72.1405,1,1,1,0,0,0,5,5,5,49.36,49.36,49.36,1,5,5
1095,42.134675,-72.432176,2,3,5,6,40,104.2,1,2,4,118.39,419.64,2987.75,115,311,2536
1096,42.436118,-72.770062,2,2,5.75,1,23,140,2,2,3.8,80.85,460.36,3251.07,66,158,2603
1097,42.1594,-72.8751,1,1,1,0,0,0,1,1,1,3970.2,3970.2,3970.2,1,1,1
1098,42.390244,-72.947238,2,13,30,2,247,366.5,1.5,4,4,9.68,123.95,439.35,36,119,2354
1101,42.105696,-72.598079,1.5,3,3,0.25,1,135.3,1.5,3,6,148.67,238.37,1527.23,3,11,31
1103,42.103366,-72.590557,3.25,4,5.25,4,7,36,1,2,2,119.11,272.22,1676.99,5,8,34
1104,42.12954,-72.569176,1,1,2,2,28.5,59,2,3,5,116.52,1311.39,2214.89,34,110,407
1105,42.100995,-72.581566,1,2,2.25,0,5,30.5,1.8,2,3.5,119.49,234.13,1187.43,5,13,26
1106,42.05056,-72.565884,2,2,4,4,35,85,1,2,3.5,434.09,1282.45,3444.45,102,280,850
1107,42.121306,-72.60891,1,2,3,0,0,6.5,1,2,2,116.92,502.93,1880.58,9,15,38
1108,42.08114,-72.557783,2,2,3,3.75,11,46.2,2,3,6,239.3,1191.57,1875,113,518,1461
1109,42.118748,-72.549032,2,4.5,6,8,20.5,66,1.8,3,4,235.24,428.47,1211.92,26,73,556
1111,42.1015,-72.5905,1,1,1,-12.25,-3,0,1,2,3,497.92,497.92,497.92,25,58,180
1118,42.095584,-72.524304,2,2,4,8,33.5,121,2,3,5,120.9,500.48,2405.21,80,320,1248
1119,42.122508,-72.511518,2.25,4,4,13,34.5,108,2.2,3,4,118.18,233.48,516.78,20,67,278
1128,42.095804,-72.485598,2,3.5,8,4,15,64,1.8,3,3,121.53,347.36,1383.86,14,33,218
1129,42.120974,-72.487872,1,2,6.5,0,1.5,61.5,1,2.5,4,118.76,465.44,506.62,20,54,232
1151,42.151278,-72.510524,1,2,2,0,10,15,1,2,2.5,423.77,423.77,1142.51,12,24,49
1201,42.466531,-73.289364,2,2,3.75,2,16.5,90,1,2,3,459.72,513.08,3054.18,202,507,1452
1203,42.4501,-73.2456,3,3,3,9,9,9,1,1,1,1662.04,1662.04,1662.04,1,1,3
1220,42.627128,-73.11869,2,2,4,6,50.5,104,1,2,3,428.97,1149.45,3396.9,34,100,330
1222,42.065432,-73.316479,1,2,2.25,0,3.5,37,1,4,4.2,472.37,2184.7,3935.59,6,15,28
1223,42.324078,-73.130876,2,5,6,7,53,125,2,3,5,456.11,2996.25,3049.52,87,328,1450
1225,42.558246,-73.147934,1,2,4.75,0,2,12.3,1,2,4,444.68,507.37,3310.61,23,53,173
1226,42.47662,-73.146709,2,3,4,13.75,27,127.5,1,2,7,446.32,448.87,2215.55,25,101,348
1227,42.4739,-73.1667,8,8,8,98,98,98,3,3,3,1127.79,1127.79,1127.79,4,12,96
1229,42.2836,-73.3445,2,2,5,38.5,82,140.5,3,6,6.8,465.87,473.58,2661.41,3,15,58
1230,42.171162,-73.330261,2,3,4,1.25,14,47.5,1,2,3,478.97,1224.76,3392.18,79,200,622
1235,42.3959,-73.076287,1.5,2,2,0,33.5,135.5,1,2.5,9.5,443.06,969.43,3412.5,12,61,180
1236,42.263088,-73.383452,1,2,3,0,18,70,1,1.5,3,1589.48,3381.81,3937.74,8,17,39
1237,42.560748,-73.244402,2,2,3,3.75,19,65.5,1.8,3,4.2,204.19,451.58,1767.75,25,79,207
1238,42.287955,-73.206905,2,2.5,4,6,28.5,101,1,2.5,3,463.55,719.48,3390.57,50,118,462
1240,42.366471,-73.271106,2,2,3,0,25.5,51,1,3,5,463.76,463.76,3390.79,72,269,713
1242,42.339438,-73.246692,1.25,2,2,2.75,11,91.8,1.2,3,4.5,455.79,500.95,500.95,7,22,52
1243,42.348104,-73.002747,2,2,2.5,19.5,37.5,73.5,1,2,2.5,263.62,1582.77,4033.02,8,16,36
1244,42.137294,-73.195265,1.75,2,3.5,0,7,26,1,1,2,2625.57,3403.44,3540.05,5,7,21
1245,42.179822,-73.196867,2,2,3,1,27,149,1,2,5,113.77,469.08,2426.33,33,93,231
1247,42.695558,-73.087992,2,2,4,5,32,90.2,2,3,4,423.39,433.4,2525.69,109,334,1040
1253,42.195522,-73.094484,2,2,3.75,1.5,20,82.5,1,2,2,559.96,3434.32,3796.07,15,25,67
1254,42.379056,-73.365874,2,4,4,1.5,54,122,1,2,3,122.36,2011.77,3398.63,17,41,144
1255,42.113526,-73.119992,1,2,54.5,0.25,6,107.3,1,1,3.5,152.46,467.69,3409.74,11,17,49
1256,42.589611,-73.022988,2,3.5,5,2,27,37,2,2.5,3,66.07,66.07,3416.45,12,31,118
1257,42.10393,-73.367684,2,4,5,8.5,54,114.5,1,2,3,485.53,1258.53,3389.29,32,68,239
1258,42.102233,-73.46408,3.5,4,4,-0.25,4,84.7,1,2,4,1496.29,3381.33,3922.89,9,22,83
1259,42.079208,-73.238182,1,1,1,0,0,0,1,1,1,3400.08,3400.08,3400.08,1,1,1
1262,42.296779,-73.32588,1,1,1.5,1,13.5,41.5,1,1,3.5,471.52,629.52,2729.74,8,18,37
1263,42.2878,-73.3208,1,1,1,0,0,0,2,2,2,471.66,471.66,471.66,1,2,2
1264,42.22651,-73.197611,5,5,5,28,49,50.5,1,1.5,2,3912.76,3942.59,3942.59,3,3,15
1266,42.288658,-73.377778,1,2,3,1,11.5,33,1,2,4,475.68,796.63,3376.48,22,54,149
1267,42.642268,-73.252598,6,7,12,94,134,171,1,2,3,1167.84,2807.07,3427.34,941,1981,16055
1270,42.51307,-73.050235,2,4,4,22.75,58,112.8,2,3,6,221.81,439.96,2350.68,27,121,433
1301,42.631883,-72.59742,2,2,3.75,2,13,60,1.7,2,4,390.78,401.04,1991.62,187,567,1766
1302,42.5878,-72.6003,2,2,3.75,21,82.5,164,1,2,3,223.76,883.54,3876.21,14,31,122
1330,42.525896,-72.80934,2,2,3,2,15.5,108,1,2,3.2,411.7,830.97,3202.8,50,126,353
1331,42.560683,-72.183898,2,3,4,6,54,177.2,2,3,4,84.25,84.25,850.39,297,912,3061
1337,42.690129,-72.585089,2,2,3,0,23,105,2,3,4,55.68,461.99,1985.21,62,195,535
1338,42.580045,-72.800323,1,2,2,0,0,11,1,1,1,2960.24,3434.74,3946.91,6,7,12
1339,42.63166,-72.878137,1,2,5,0,23.5,61.5,1.5,2,3.5,316.82,421.28,1924.76,16,44,166
1340,42.675342,-72.740774,1,2,2,0,12.5,58,1,2,3,409.06,595.3,3459.71,30,73,180
1341,42.509748,-72.699049,2,2,4,0.5,9,52,2,3,4,145.09,415.02,927.72,52,165,477
1342,42.539988,-72.618433,2,3,4,0,15,46,1,1.5,3,211.13,407.6,3438.19,26,69,217
1343,42.651664,-72.990795,8,8,8,10,10,10,2,2,2,239.98,239.98,239.98,3,6,48
1344,42.608914,-72.42456,2,2,2,9.5,43,86,2,3.5,7,379.66,379.66,2026.88,16,64,132
1346,42.665724,-72.833294,1.5,2,3.5,0.5,8,36.5,1,3,4.5,311.75,1825.73,3437.16,8,23,66
1347,42.5567,-72.5186,2,2,2,10,138.5,152,6,7,7,3100.01,3307.96,3855.41,10,65,128
1349,42.573938,-72.484196,1.25,2,2.75,0,0,45.8,1,1,2.5,695.77,2571.07,3655.23,3,5,10
1351,42.548217,-72.511166,1,2,3,1,8.5,59.5,1,2,3,389.19,399.55,3907.99,44,115,378
1354,42.63841,-72.509488,1,2,3,0.5,18,55.8,1,2,3,384.11,394.4,2539.78,35,86,209
1355,42.426036,-72.316418,2,2,3.5,4,24,85,2,2,3,91.31,393.22,2553.44,56,151,409
1360,42.666519,-72.446882,2,2,4,11,30.5,70,1.5,2,3,62.64,388.39,2489.44,40,106,322
1364,42.620458,-72.294444,2,3,5,20,55,136,2,3,4,73.54,73.54,380.16,146,489,1921
1366,42.445872,-72.213524,2,2.5,5,15.5,25,42,2,2,3,207.54,819.96,3471.79,16,37,140
1367,42.69587,-72.934949,2,3,4,3.25,11,15.8,1,1,2,1201.97,2721.57,3435.71,11,21,69
1368,42.670469,-72.197026,2,3,4,18,77.5,180,3,3,4,74.17,74.17,74.17,122,440,1537
1370,42.601438,-72.739108,2,2,3,0,11,61,1,3,4,402.61,412.84,2738.62,90,285,743
1373,42.464914,-72.61716,2,3,4.25,10.5,34,92.2,1,2,3.2,411.79,533.75,3441.43,53,132,445
1375,42.466106,-72.555454,2,2,4,9.5,24.5,73,2,2,4,407.39,407.39,3224.43,72,219,795
1376,42.593404,-72.540041,1,2,2,0,8,37.8,1,3,4,399.06,543.6,3126.25,31,89,206
1378,42.666338,-72.344874,2,3,3,8,47,162.2,2,3,3,67,67,67,67,182,525
1379,42.554654,-72.408295,1,2,3,0,6.5,67,2,2,4,75.16,391.94,391.94,70,203,520
1380,42.588368,-72.395956,5,5,5,5,5,5,2,2,2,72.27,72.27,72.27,1,2,10
1420,42.582812,-71.80659,2,2,4,6,24,80.3,2,3,4,104.29,338.15,781.98,233,750,2219
1430,42.655656,-71.922012,2,4,5,5,25,65,2,2,3,91.85,193.3,716.79,137,378,1477
1431,42.673591,-71.834337,2,4,5,9.5,45,112.5,2,3,4,96.45,190.93,345.03,84,262,1159
1432,42.562912,-71.568824,2,3,5,7,46.5,115,2,2.5,4,198.66,334.17,2851.8,86,292,909
1434,42.534958,-71.611484,2.5,4,6,6,37.5,69.5,2.5,3,4,120.27,141.94,333.48,12,41,168
1436,42.600122,-72.086316,2,2,4,34,116,169,3,3,3,86.07,86.07,86.07,114,339,1075
1438,42.565092,-72.031569,2,2,2,94.75,173,181,4.2,7,14,1247.05,1871.04,1953.77,23,194,385
1440,42.589966,-71.986054,2,3,4,14,53,143,2,3,4,92.66,92.66,203.32,410,1233,4049
1441,42.575,-71.9988,5,5,5,56,56,56,6,6,6,93.07,93.07,93.07,1,6,30
1450,42.61619,-71.576808,2,3,5,13.75,32,84,1,2,3,193.58,331.2,3535.01,237,600,2250
1451,42.498546,-71.581862,2,4,5,8,31,71.8,1,2,3,339.33,703.34,3523.48,155,378,1419
1452,42.484168,-72.011197,2,3,4,3,24,100.8,1,2,3,99.78,215.16,1000.11,97,281,1039
1453,42.524468,-71.772212,2,3,4,11,41,125,2,3,4,110.59,170.05,350.17,341,1089,3578
1460,42.537958,-71.484974,2,4,5,11,40,75,2,3,4,191.36,330.35,1270.69,162,472,1861
1462,42.587142,-71.720924,2,3,5,9,43.5,118,2,2,3,132.01,332.08,988.84,176,471,1868
1463,42.665524,-71.599356,2,3,4,7.5,22,88.5,2,3,4,187.77,329.54,2121.9,176,531,1924
1464,42.579502,-71.644512,2,2,4,4,21,148,1.2,3,4,183.79,338.09,1959.81,79,260,747
1467,42.48442,-71.62897,1.75,2,4,46.5,63,116,1,5,5.5,280.11,332.64,1332.16,5,19,61
