visitor_zip,visitorzip_lat,visitorzip_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
81157,37.2697,-107.0094,1,2,3.5,2,15,63,1,1,3,90.33,475.9,475.9,40,89,261
81201,38.557821,-106.039252,2,3,5,7,29,106,1,2,3,82.04,128.11,605.93,1166,2783,12236
81210,38.804313,-106.630478,2,2,4,0,13,59,1,1,2,559.66,573.29,1304.54,31,53,170
81211,38.861894,-106.253051,2,2,4,4,21,83,2,2,3,49.13,160.94,619.14,854,2344,7882
81212,38.477738,-105.369496,2,3,4,8,28,103.5,2,3,3,67.75,122.38,210.21,1788,5299,19789
81215,38.4001,-105.2167,2,2,4,7,26,54,2,2,3,48.36,80.96,153.15,70,172,528
81220,38.373044,-107.506111,2,2,4,5.5,23.5,65,1,1,3,295.58,499.94,1152.47,24,41,110
81221,38.364028,-105.143064,2,2,4.75,5.75,31,71.3,2.2,3,3,65.97,144.85,173.38,11,32,104
81222,38.356747,-105.811079,2,2,4.75,2,32,133,1,2,3,150.46,615.03,1207.9,36,84,256
81223,38.451645,-105.513795,2,2,4,4.75,25,64.8,2,2,3,80.5,138.22,634.07,117,332,986
81224,38.898087,-106.916542,2,3,6,4,15,58,1,2,2,52.83,205.92,565.05,734,1436,6458
81225,38.906291,-106.963844,2,3.5,4,1,8.5,15,1,1,2,52.06,168.97,540.53,10,14,50
81226,38.329564,-105.168835,2,3,4,6,26,86.3,2,2,3,85.82,175.84,175.99,293,799,3163
81227,38.5406,-106.3137,3,3,3,13,13,13,2,2,2,62.21,62.21,62.21,1,2,6
81228,39.08833,-106.279772,2,2,3.5,3,12,122.3,1.5,3,3,370.65,615.58,3027.65,3,7,20
81230,38.493242,-106.940202,2,3,5,4,16,72,1,2,3,47.74,150.66,532.75,824,2154,10598
81231,38.552336,-106.904312,4.25,7,21.25,24.25,32,74,1,2,2,29.02,151.86,234.99,25,42,647
81232,38.2641,-105.6114,1,1,1,0,0,0,1,1,1,660.6,660.6,660.6,1,1,1
81233,38.479991,-105.816631,2,2,3,2.75,43,141.2,2,2,3,118.62,189.03,329.44,85,217,656
81235,37.784971,-107.295986,2,3,5,0,7,50.8,1,2,3,121.19,326.68,891.06,41,95,406
81236,38.683361,-106.226682,2,2,3,5.5,20,83.5,1,2,3,86.1,292.55,597.52,184,419,1211
81237,38.5667,-106.6123,1,1,1,0,0,0,1,1,1,548.66,548.66,548.66,1,1,1
81239,38.543002,-106.620176,2,2,3,3.5,7,49.5,1,1.5,2.5,87.82,150.83,642.79,4,7,18
81240,38.455496,-105.074314,2,2,4,6,24,82.5,2,3,4,82.88,152.12,184.28,244,706,2344
81241,38.609236,-106.524665,2,6,7,0,13,32,1,3,5,570.73,881.98,1045.95,10,46,160
81242,38.5129,-106.0764,2,2,4,5,22,40,2,3,5,96.05,185.24,1012.42,91,318,1147
81243,38.323432,-107.134995,2,2,2.25,0,0,6.7,1,2,3.2,238.9,508.8,1191.31,13,38,94
81244,38.314069,-105.220104,2,2,3,5.5,10,56.8,4,5,7,141.35,171.71,185.04,49,266,692
81248,38.430735,-106.498814,2,2,3,10.25,12,63.5,1.8,2,3,43.51,43.51,122.33,5,11,34
81251,39.163587,-106.43361,1,2,4,0,16.5,52,1,2,3,177.8,1062.12,1270.01,14,27,80
81252,38.08261,-105.484812,2,2,4,5,26.5,107,2,2,4,132.55,195.88,847.71,404,1269,3805
81253,38.08463,-105.215465,2,4,5,9,56,113,2,2,3,47.14,170.34,184.01,14,33,132
81301,37.429896,-107.847702,2,3,5,6,22,77,1,2,3,39.59,213.74,410.52,4340,9213,53923
81302,37.2754,-107.8795,2,3,8,5.5,27,90.5,1,2,3,37.04,224.29,443.34,324,701,7832
81303,37.144884,-107.877732,2,3,4,7,29,104.8,2,2,3,43.73,146.34,397.95,923,2231,12687
81320,37.763526,-108.36505,3,4,6,5.25,10,55.3,2,3,3,13.85,30.7,387.81,23,57,243
81321,37.347179,-108.733778,2,3,6,5,15,56,2,2,3,26.32,106.34,334.48,806,2157,14959
81323,37.497981,-108.333227,2,2,4,5,16,58,1,2,3,19.17,230.25,413.58,438,964,4838
81324,37.682987,-108.918837,2,2,5,5,11.5,138,2,3,3,54.98,174.73,873,32,88,744
81325,38.017815,-108.682518,1,2,3,4,17,44,2,4,18,58.65,58.65,75.88,6,51,86
81326,37.203162,-108.128878,2,4,8,7,23,125,2,2,3,56.43,216.72,378.61,247,590,4039
81327,37.510641,-108.635417,2,3,5.5,8,27,59.2,2,2,3,29.18,163.54,362.79,29,64,302
81328,37.342704,-108.282306,2,2,4,5,16,58.2,1,2,3,66.03,311.48,371.13,465,1053,5824
81329,37.1127,-108.1263,3,4,6,108.5,169,195,1,1,2.5,230.92,340.5,340.77,8,7,30
81330,37.253315,-108.447476,2,2,2,2,7,41,1,1,3,83.59,212.52,424.47,26,46,108
81331,37.480715,-108.81142,2,4,4,6.25,11,49.8,2.2,3,4.8,49.23,51.29,1044.21,11,40,116
81332,37.747867,-108.052732,1.75,3,4,2.5,5,26,1,2,3,125.2,407.91,454.49,37,85,358
81334,37.166574,-108.66807,3.25,7,7.75,-0.25,2,7.3,1.2,2,2,271.15,275.15,356.37,3,5,32
81335,37.489071,-108.793006,2,2,4.25,4,7,36.7,1.8,2,3,41.39,111.76,231.89,9,25,117
81401,38.420953,-107.904919,2,2,4,5,20,64,2,2,3,70.95,151.95,456.65,1286,3611,15178
81402,38.4784,-107.8759,2,3,4,4.25,19,55.5,1,2,3,67.98,120.9,458.76,63,151,549
81403,38.383633,-107.905781,2,2,4,7,23.5,81.5,2,2,3,72.93,141.17,440.25,596,1640,5894
81410,38.802685,-107.935192,2,2,5,4,14.5,97,2,2,3,75.85,143.73,479.46,68,202,908
81411,38.326514,-108.880468,2,3,35,8.25,12,38.5,1.8,2,2.2,19.39,149.73,370.95,5,10,222
81413,38.958259,-107.901149,2,2,3,8,25.5,90,2,3,4,83.33,115.69,477.39,374,1206,3361
81414,38.7882,-107.9864,2,2,2,28,48,67.5,1,1,1,79.04,269.5,459.97,4,4,8
81415,38.631781,-107.679494,2,2,6,6,33.5,94,2,3,4,47.53,144.21,486.07,134,395,1699
81416,38.713438,-108.103767,2,3,5,6,18,62.8,2,2,3,85.32,132.93,446.82,319,850,3143
81418,38.891438,-108.069573,2,3,4,7,12.5,43,2,2,3,90.88,90.88,175.84,84,225,796
81419,38.834258,-107.773468,2,2,5,5,21.5,74,2,2,3,90.64,250.24,935.17,222,625,3511
81422,38.326504,-108.701141,2,3,5,9.5,21.5,30,2,3,3.7,90.74,91.72,181.77,16,48,198
81423,37.986985,-108.340149,2,3,5,5.5,18,51,1,2,3,57.13,220.07,419.51,104,233,893
81424,38.350874,-108.452243,2,3,8,3.25,8,37,1,2,3,86.84,106.93,413.15,25,82,385
81425,38.493166,-108.246272,2,4,8,6,22,87.8,2,2,3,93.44,100.27,299.9,115,324,3669
81426,37.8505,-107.893682,2,2,4,2,15,46.8,1,1,2,416.11,455.89,455.89,103,154,523
81427,37.967754,-107.67406,2,2,4,2,12,60,1,2,2,151.53,294.16,1045.89,200,387,1281
81428,38.998914,-107.62177,2,2,4,6,17.5,53,1,2,3,72.52,157.11,511.12,234,537,1734
81429,38.3685,-108.9617,2,5,6.5,4,21,50.5,2.5,3,3,102.97,239.87,239.87,9,21,85
81430,37.964764,-108.041238,2,4,8,4,9,21.8,1,2,3,65.53,223.67,940.71,103,218,999
81431,38.238028,-108.24291,1,2,2,0,5,10,1,2.5,7,104.02,116.23,1156.74,14,65,237
81432,38.104934,-107.835108,2,2,4,4,15,72,1,2,3,131.81,306.37,465.51,402,940,3208
81433,37.802096,-107.716603,2,2,4,0,5,29.5,1,2,2,227.65,437.22,934.64,68,115,370
81434,38.967231,-107.305236,1,2.5,4,6,14.5,23,2,2,2,40.7,45.42,50.15,2,4,10
81435,37.93986,-107.861723,2,2,4,4,11,51,1,2,2,78.87,426.15,481.27,878,1682,7172
81501,39.070246,-108.553026,3,4,5,41,123,178,1,2,3,277.69,440.64,652.23,3175,6713,28302
81502,39.0637,-108.55,2,3,4,4,20,62,1,2,3,139.13,228.11,683.18,160,360,1337
81503,39.051034,-108.577574,2,3,4,6,25,77.2,2,2,3,124.46,170.43,437.79,1121,3144,11030
81504,39.104367,-108.45168,2,3,5,8,22,65,2,2,3,119.11,152.64,280.27,1226,3493,14768
81505,39.183388,-108.594823,2,4,5,11,56.5,124,2,2,3,138.22,221.81,449.72,734,1680,8122
81506,39.16264,-108.52292,2,3,5,8,28,88,2,2,3,111.58,170.11,314.39,837,2346,9038
81507,39.055363,-108.641315,2,3,4,7,26,80,2,2,3,122.82,180.66,341.4,1500,3602,14604
81520,39.084973,-108.431819,2,3,5,7,18,60,2,2,3,118.32,161.13,252.17,340,929,3625
81521,39.224721,-108.661382,2,3,5,8,25,71,2,2,3,123.48,174.75,290.88,953,2483,9797
81522,38.760866,-108.716516,1,2,3,0,5.5,23,1,1,5,68.24,138.07,887.79,10,25,50
81523,39.018151,-108.855297,2,2,2,10,35.5,121,1,2,3,180.88,411.87,1032.22,82,182,472
81524,39.262282,-108.798194,2,3,5,8,19.5,77.5,2,3,3,158.71,195.49,237.47,108,313,1442
81525,39.241131,-108.925854,2,3,4,8.75,14,67.7,2,2,3,158.86,174.48,222.92,29,73,243
81526,39.09475,-108.357692,2,3,5,8,24,67,2,2,3,124.06,175.42,457,378,920,3568
81527,38.912115,-108.504455,2,4,7.75,9,35.5,98,2,2,3,113.9,154.51,323.75,170,419,2272
81601,39.610279,-107.31345,2,4,6,9,33,113.3,1,2,3,67.47,127.83,377.45,2085,4737,25655
81602,39.4624,-107.2577,2,3,5,6,28,91.8,1,2,3,55.06,122.14,571.13,271,626,3181
81610,40.383741,-108.77619,2,2,4.5,2.5,7.5,21,2,2,3,82.58,184.84,565.57,24,58,174
81611,39.138938,-106.779889,2,4,8,6,24,105,1,2,3,22.68,41.6,582.29,1505,2889,18097
81612,39.1912,-106.8169,2,3,6,6,28,122.3,1,2,2,20.59,165.9,582.96,517,1013,4955
81615,39.221693,-106.947346,2,4,6,5,22,85,1,2,3,28.78,61.06,430.55,466,888,5722
81620,39.621602,-106.495048,2,2,4,2.75,12,55.2,1,2,2,84,283.23,633.48,913,1737,9421
81621,39.343184,-106.82072,2,4,5,7,25,90,2,2,3,16.64,46.46,247.71,1038,2360,11661
81623,39.246802,-107.226118,2,4,6,8,27,109,2,2,3,38.36,51.63,224.64,2713,5973,33156
81624,39.204836,-107.769072,2,2,4,0,6,23,1,2,4,164.68,350.19,623.66,34,89,256
81625,40.612046,-107.732212,2,4,7,9,26,103,2,3,4,148.16,158.49,258.6,553,1849,11918
81626,40.5155,-107.5458,2,4,5.75,11,45,131.8,2,3,5,166.19,169.87,598.98,63,221,1449
81630,39.406873,-108.526022,2,4,8,4,18,140,2,3,4,156.75,185.79,211.68,35,108,741
81631,39.555664,-106.705078,2,4,5,7,29,102.5,2,2,3,59.41,144.59,521.31,892,2140,9758
81632,39.628898,-106.64039,2,3,4,5,22,72.5,1,2,3,55.25,150.08,616.2,676,1429,5498
81635,39.530682,-108.09494,2,3,5,9.5,26.5,79.5,2,3,4,128.28,153.89,232.2,280,885,3757
81636,39.4545,-108.0524,3,3,3,4,4,4,2,2,2,127.03,127.03,127.03,1,2,6
81637,39.762456,-107.085708,2,4,5,9,33,93,2,2,3,83.9,143.94,272.28,496,1319,6769
81638,40.337574,-107.625401,4.75,10,10,33.5,47,47,2,2,3.5,166.42,166.42,187.93,7,21,126
81639,40.613395,-107.122857,2,4,5,9,25,67,2,2,3,162.75,208.68,522.47,97,244,1107
81640,40.65414,-108.454552,1.75,2,4,4.25,16,127,1,1,1.5,126.85,707.07,707.26,7,5,14
81641,40.019555,-107.649187,2,4,6,4,17,45.5,2,2,3,176.4,192.44,639.43,153,435,2146
81642,39.308676,-106.582453,1.25,2,2.75,3.25,13,13,2,2,2,4.36,4.36,456.57,3,6,12
81643,39.043998,-108.091795,2,2,4,2.75,11,27,2,2,3,102.13,235.97,557.03,45,91,314
81645,39.47407,-106.465515,2,3,6,5,17.5,115,1,2,3,45.34,163.76,680.94,136,282,1370
81646,39.109834,-107.992663,5.25,6,6,39.75,84,87,1.2,3,3,277.32,399.8,486.29,7,18,97
81647,39.597554,-107.533594,2,4,5,8,28.5,97.5,2,2,3,82.96,134.4,286.22,600,1375,6330
81648,39.936298,-108.634176,2,4,8,7,28,71.5,2,2,3,129.17,144.03,228.46,156,399,3640
81649,39.4556,-106.288877,2,4,10,1,11,24,2,2,3,47.07,54.25,748.49,25,45,281
81650,39.711374,-108.116372,2,4,5,8,23,61.2,2,2,3,126.68,160.25,226.44,513,1323,6675
81652,39.497364,-107.691897,2,3,5,6,18,47,2,2,3,79.51,120.75,231.12,306,869,4372
81654,39.213455,-107.015262,3,5,6,9,39.5,133,2,2,3,25.1,34.63,210.68,202,458,2271
81655,39.742732,-106.586571,2,3,4,2,10,42,1,2,2,150.71,625.62,894.41,42,69,403
81656,39.301626,-106.822576,2,2,4,7.25,29,91,1,2,2.3,16.36,155.22,587.7,75,158,653
81657,39.568541,-106.430988,2,2,4,1,10,44.8,1,1,2,110.71,300.21,634.39,447,765,2920
81658,39.6008,-106.629,2,3,6,5,20,56,1,2,2,61.56,271.59,622.92,435,859,3505
82001,41.141842,-104.779188,2,3,4,6,24,96,2,2,3,119.22,230.13,562.81,767,1946,7938
82002,41.1335,-104.8169,1.25,4,10.25,0,50,166.8,1,2,2.8,108.29,134.76,231.45,7,13,88
82003,41.1335,-104.8169,2,2,5,0,13.5,73,1,3,4,172.41,553.06,849.3,94,352,1371
82005,41.166616,-104.862589,1,2,4.25,0,0,1,1,1,1,108.95,108.95,988.52,5,5,15
82007,41.078368,-104.871922,2,3,5,5,22,85,2,2,3,113.41,352.83,593.99,292,777,3614
82008,41.1335,-104.8169,2,2,2,1.25,5,90.5,1,1,2,830.71,849.3,849.3,7,11,22
82009,41.383139,-104.731026,2,3,4,10,37,125,2,3,4,135.04,317.29,533.11,1229,3573,14320
82010,41.1335,-104.8169,2,4,6,96,133.5,171,8,8.5,9,1235.87,1235.87,1235.87,2,17,66
82050,41.46218,-104.256693,2,5,6,25,149.5,174,2,4.5,7,247.15,247.15,550.34,14,62,331
82052,41.149939,-105.440435,1,1,1,0,0,0,3,3,3,88.5,88.5,88.5,1,3,3
82053,41.245026,-104.359342,2,4,5.25,9,25,71.2,2,2,3,154.85,178.92,439.7,21,55,269
82054,41.080179,-104.344265,4,5,7,3,25,137,2,3,3,104.61,132.82,144.11,10,27,140
82055,41.305595,-106.143232,2,2,3,0.5,8.5,24,1,2,3,782.14,1039.83,1040.5,52,111,257
82059,41.057231,-105.120114,2,3,4,7.75,27,88.2,2,2,3.2,418.45,499.52,739.28,17,53,149
82060,41.207056,-104.493202,2,2.5,4,6.5,13.5,40.5,1.5,3,4.5,194.51,263.42,588.75,4,12,34
82061,41.446179,-105.14179,2,2,2,-1,-1,-1,1,1,1,1016.86,1016.86,1016.86,1,1,2
82063,41.066066,-106.026224,2,2,2.5,12,173.5,181,3,4,5,2426.08,2486.93,2516.06,36,139,319
82070,41.263828,-105.80111,2,3,6,8,30,96.2,1,2,3,39.67,305.05,766.75,1241,2473,13796
82071,41.313143,-105.5814,3,7,8,31,66.5,110,1,2,3,55.47,620.6,1116.19,66,179,1237
82072,41.440378,-105.521573,2,4,5,7.25,31,92.5,1,2,2,65.26,180.53,785.43,759,1473,9105
82073,41.3136,-105.5806,2,3,7.25,3,29,64,1,1,2,105.64,429.9,898.8,142,266,968
82081,41.510763,-104.450388,5,6,6,182,183,183,1.8,5,6.5,232.04,232.04,232.04,5,22,125
82082,41.253298,-104.162311,3,4,6,2.5,18,32,1.2,3,4,216.04,448.55,1076.71,19,61,237
82083,41.656652,-106.066056,2.25,3,7,11.5,34,81.5,1.2,2,11.2,106.33,438.31,1331.53,7,55,165
82084,41.048322,-105.433068,2,4.5,6,7,60.5,131,2,2,4,70.1,1249.56,1269.86,10,29,134
82190,44.567666,-110.441332,1,2,3,0,3,22,1,1,2,111.97,868.37,1089.65,586,875,2337
82201,42.009082,-105.033722,2,2,4,0,12,54,1,3,5,253.35,465.01,1067.92,126,510,1718
82210,41.744852,-104.888968,2,3,4,2,19.5,43.5,1,2,3,148.74,375.53,687.41,16,32,126
82212,42.21961,-104.5536,2,2.5,3,1,4.5,8,3,4,5,224.16,331.74,439.32,2,8,21
82213,42.46229,-104.970661,2,3,4,7.5,19,61,2,3,4,191.79,208.03,530.97,9,28,85
82214,42.246792,-104.780286,2,3,5,15,32,87.8,2,3,6,220.97,278.63,359.47,19,78,233
82215,42.368426,-104.810345,5,6,7,5,8,11,2,4,6,376.52,492.97,609.41,2,8,44
82218,41.804967,-104.130432,4,4,4,40,40,40,2,2,2,265.41,265.41,265.41,1,2,8
82219,42.3497,-104.354094,1,1,1,0,0,0,1,1,1,1019.43,1019.43,1019.43,1,1,1
82221,41.637166,-104.35299,2,4,4,11.5,23,53,2.5,3,4,174.11,440.64,669.89,16,52,162
82223,42.157252,-104.311051,2,5,9,24,131,144,2,3,3,189.69,289.96,965.71,22,65,414
82225,42.84195,-104.35823,3,3,3.75,6.25,19,146.2,2,3,3.7,143.41,274.48,579.94,31,118,398
82227,42.827818,-104.75179,1,2,2,-0.25,0,0,1,1,1,972.07,982.8,1174.58,5,5,8
82229,42.891004,-105.105578,4,4,5.5,4.75,7,17.5,2.2,3,3.8,243.17,434.82,712.16,3,9,40
82240,42.0098,-104.294598,1,2,3,0,13,44,2,2,4,213.3,398.94,1083.91,166,555,1695
82242,42.637859,-104.088144,2,2,2,21,24,138.5,1.5,3,4,299.97,299.97,299.97,11,33,63
82244,42.014162,-104.353946,2,3,4.25,16,31,39.8,2,2,4,200.36,236.52,275.32,5,14,46
82301,41.754538,-107.38299,2,5,8,10,34,109,2,2.5,4,104.74,215.16,380.14,186,549,4147
82321,41.066052,-107.74603,2,7,10,16,26.5,83,1,2,3,216.13,255.43,381,10,21,285
82323,41.109034,-107.544468,4,4,4,178,178,178,14,14,14,1301.26,1301.26,1301.26,1,14,56
82324,41.647279,-106.455455,4,4,4,24,24,24,1,1,1,159.73,159.73,159.73,1,1,4
82325,41.161128,-106.819094,3,130,200,49.5,123.5,148,2,3,5,6.81,15.55,35.64,68,105,404
82327,41.984137,-106.56928,1.75,4,5,0,7,166,2,3,4,274.94,304.59,1326.89,21,66,290
82329,42.062604,-106.130732,1,2,2.5,9.25,18,34,1.8,3,5,63.31,298.82,329.56,5,18,48
82331,41.468418,-106.791128,2,4,6,17,32,90.2,2,2,3,37.96,102.67,353.64,111,311,1586
82332,41.088944,-107.331091,1.25,2,2,1.5,6,11.3,1,1,1,514.86,652.08,809.3,3,3,5
82334,41.808927,-107.039511,2,3,14.5,28.5,32.5,33,1.5,4,6,150.95,231.44,503.49,4,15,65
82335,41.81424,-106.777822,1,1.5,2,-1,62.5,126,1,2,3,789.06,986.35,1183.64,2,4,7
82336,41.561816,-108.043161,3,4,6,3.25,45,118.8,2.2,4,6,266.58,266.58,295.48,19,85,424
82401,43.907097,-108.060713,2,2,5,9,28,125.5,2,3,8,70.79,74.86,101.74,629,4314,15216
82410,44.363715,-108.199765,2,3,4,9,20,83.8,2,2,3,58.33,70.5,79.83,125,371,1274
82411,44.432996,-108.43832,2,5,8,11,62,94,1,2,2,74.61,74.61,108.73,34,66,609
82412,44.800175,-108.534475,3,5,7,4.5,11,34,2,2,3.5,85.96,98.01,101.95,16,40,215
82414,44.402216,-109.531034,2,3,5,6,20,74,2,2,3,10.23,54.5,168.68,2643,7448,28826
82420,44.925098,-108.43654,3.25,5,7.5,5.25,33,98,2,3,3,55.72,80.38,82.08,23,61,305
82421,44.935486,-108.595489,3,4,5.5,7.5,14,52,2,2.5,4,96.75,138.26,196.1,28,75,328
82422,44.49927,-108.371866,4,4,4,27,27,27,1,1,1,68.37,68.37,68.37,1,1,4
82423,44.952595,-108.660122,2,2,2,27,100.5,159.5,2,3,3,93.55,93.55,93.55,40,110,428
82426,44.605897,-108.197432,2,4,6,11,33,79.5,2,2,3,54.57,60.27,91.68,277,844,6167
82428,44.284285,-107.593579,2,22,42,6,6.5,7,1,1.5,2,32.71,175.06,317.41,2,3,46
82431,44.807807,-108.21847,2,4,8,10,28,59.5,2,3,5,59.5,62.53,117.78,189,694,4298
82432,44.403929,-107.85946,3,26.5,50,0,56,112,1,1,1,289.04,449.32,609.6,2,2,53
82433,44.15567,-109.061952,1,2,4,4.25,13,29,1,2,3,163.69,360.06,936.42,21,40,126
82434,44.409882,-108.277813,26.25,31,38.75,9,84.5,142,1,2,2.2,63.76,63.76,63.76,6,9,302
82435,44.731303,-109.124826,2,3,4,7,19,56,2,2,3,49.36,100.46,133.06,1538,4223,16953
82440,44.720924,-108.861481,1,2,2.25,0,8,21,1,2,4.5,190.1,2162.46,2369.14,14,40,59
82441,44.57981,-107.735839,2,4,8,6.5,12,30,1,2,3,17.87,17.87,20.87,25,52,259
82442,43.84115,-107.402134,2,3,4.75,0,8,19,1.2,2,2.8,41.46,459.73,715.4,19,44,161
82443,43.769759,-108.454107,2,2,4,12.75,35,134.5,2,3,5,109.99,114.75,132.12,409,2411,8303
82450,44.4711,-109.393,2,4,6,6.5,36,66.8,1,2,3,16.9,18.36,729.42,59,132,418
82501,43.17114,-108.831174,2,3,6,7,27,87,2,3,4,171.65,203.78,388.95,332,964,6748
82512,43.336796,-109.241085,2,2,2,107,107,107,6,6,6,1007.27,1007.27,1007.27,1,6,12
82513,43.508149,-109.643646,6,6,7,93,156,181,2,2,3,1009.06,1018.15,1356.43,394,925,6172
82514,43.029622,-108.903592,1,2.5,4,0,23,61,2,2.5,3,245.22,766.62,804.03,6,16,102
82515,42.844494,-108.501596,2.75,3,4,3,5,17.5,1,2,3.5,224.69,230.41,1130.38,5,14,50
82516,43.185799,-108.895221,1.75,2,4,0,8,25.5,1,2,4,179.09,250.45,949.51,9,22,63
82520,42.655726,-108.631299,2,2,4,4,16,72.7,1,2,4,210.84,429.22,791.97,471,1320,4750
82523,43.45978,-108.946198,3,4.5,30,49,145,265,3,4,4,92.73,164.7,181.25,6,20,445
82524,42.9798,-108.4398,2,2,2,1,1,1,3,3,3,736.15,736.15,736.15,1,3,6
82601,43.066216,-106.393959,2,3,5,10,28,96,2,3,4,140.49,148.11,302.98,1299,4285,18425
82602,42.8667,-106.3126,2,3,4,9.5,44.5,116,2,3,4,170.97,234.21,412,76,236,735
82604,42.96636,-106.80708,2,4,5,8,25,80,2,3,4,143.07,182.63,281.55,1179,3607,17398
82605,42.8508,-106.3216,2,4,6,5,23,166,2,3,5,166.85,230.19,309.53,46,146,693
82609,42.843126,-106.276372,2,4,5,11,29,85,2,2,3,166.93,170.92,237.82,923,2763,11738
82620,42.535716,-106.881548,2.75,3,3.25,1,4,14,2,2,4,184.99,287.79,336.16,6,16,48
82633,42.89425,-105.411908,2,4,7,6,25,116,2,3,4,197.58,228.75,406.28,254,861,4102
82635,43.403358,-106.228133,3.5,8,8,34.25,71,71,4,4,4,123.83,123.83,123.83,3,12,72
82636,42.8992,-106.1626,2,4,6,6,21,40.5,2,3,4,165.87,168.26,338.01,155,600,2305
82637,42.963055,-105.857453,2,4,5,4.25,14,64.8,2,3,4,180.92,237.93,434.83,115,333,1312
82638,42.8668,-106.3125,1,2,3,0,0,3,1,3,6,1209.62,1914.91,1984.26,10,35,65
82639,43.822923,-106.569101,2,2,4.75,6,14,37.8,2,3,3,59.76,65.15,66.29,15,39,143
82642,43.331602,-107.723968,2,2,3.5,32.25,45,48.8,2.2,3,4,653.41,653.41,821.66,7,21,51
82643,43.380935,-106.259856,4.5,6,8,7.5,21.5,42.5,1.5,2,3,117.3,117.43,118.07,20,45,286
82644,42.84363,-106.370883,2,3,6,5,20,58,2,3,4,171.37,320.72,364.35,66,221,945
82646,42.8602,-106.3155,2,2,2,181,181,181,5,5,5,778.78,778.78,778.78,1,5,10
82649,43.167174,-107.946372,2,3,5,17,43.5,133,2,2,4.2,127.63,134.77,197.57,30,103,381
82701,43.840036,-104.56813,2,3.5,5,5.75,16,50,2,3,4,84.82,89.4,218.24,365,1219,4610
82710,44.81785,-104.253972,2,3,3.5,0,7.5,51.5,1,2.5,6,115.71,312.47,876.77,8,28,147
82711,44.68272,-104.453399,2,4,4,33,91,131,2,3,3,238.42,240.92,243.41,6,19,64
82712,44.513686,-104.14178,2,2,3,0,0,4.2,2,3,4,242.05,567.34,1098.66,29,92,198
82714,44.631479,-104.8727,2,2,4,8.75,20,166.8,2,2,3.2,144.74,386.11,1074.51,19,43,109
82715,44.123755,-104.128888,4.5,6,6.75,2.5,10,16,1.5,3,3,590.85,962.35,1083.87,3,7,39
82716,44.470609,-105.611348,2,4,5,8,21,59,2,3,3,108.24,131.35,157.76,1021,3210,13923
82717,44.43927,-105.382017,2,4,6,7,22,59,2,2,3,126.03,152.35,170.07,238,776,4226
82718,43.895737,-105.548824,2,4,5,8,21,65,2,2,3,119.69,139.08,173.1,2157,6714,29707
82720,44.80063,-104.708462,2,2,4,7.5,23,64,2,3,3,160.4,189.26,225.18,40,124,401
82721,44.437964,-104.87546,2,3,6,8.25,18,58,2,3,4,103.46,173.51,207.68,171,596,2802
82725,44.820342,-105.776194,2,3,4,18,151,164,2,5,5,133.92,133.92,133.92,26,99,292
82727,44.185475,-105.233658,2,4,8,8,33,71,2,2,3,136.97,136.97,142.89,118,319,1519
82729,44.424084,-104.375619,2,4,6,7,28,83,2,3,4,64.96,205.27,428.77,194,629,2648
82730,43.990047,-104.733686,3,4,6,8,24.5,59,2,3,4,101.2,199.39,201.88,80,310,1653
82731,44.751274,-105.353526,12,12,12,30,30,30,4,4,4,172.98,172.98,172.98,1,4,48
82732,43.708308,-105.562654,2,4,6,9,34.5,122,2,3,4,129.27,146.41,275.49,210,730,2634
82801,44.805878,-106.836869,2,4,5,9,29,122,2,2,3,50.16,53.5,76.14,2657,8925,41980
82831,44.777844,-106.002396,3,6,8,9.5,18.5,42,2,3,4,92.79,98.1,117.36,12,36,191
82832,44.660044,-106.781321,2,3,4,11.5,29,48,1.2,3,3,54.07,56.83,217.14,16,40,132
82833,44.624068,-107.107748,2,3,4,5.75,38,96,1,2,2,32.42,48.96,510.31,53,105,416
82834,44.228143,-106.689962,2,3,5,13,33,86.2,2,2,3,21.19,25.49,243.4,753,2434,9721
82835,44.775531,-106.442225,2,2,4,6,20,99,2,2,3,79.22,80.14,80.99,30,74,241
82836,44.802242,-107.544289,2,4,6,10,27,102.8,2,2,3,7.04,11.68,74.92,97,246,2668
82838,44.945535,-107.403582,2,4,6,23,60,143,1,2,4.5,20.29,25.99,44.8,21,78,645
82839,44.910052,-107.099799,3,4,6,4.75,16,48,1,2,3,35.22,51.76,348.3,85,187,1044
82840,44.3483,-106.6983,1,1,1,1,1,1,1,1,1,1322.59,1322.59,1322.59,1,1,1
82842,44.610057,-107.095232,2,2,3,7.25,17,46.8,2,2,3,33.97,39.54,245.74,71,191,512
82845,44.752276,-106.67196,1.25,2,46.25,51.75,162,315,1,1,1.8,62.29,63.84,66.87,3,4,66
82901,41.631,-108.942752,2,4,7,9,29,95,2,3,4,89.01,98.37,211.75,1352,4231,29547
82902,41.5878,-109.2024,2,4,7,13,53,138,2,3,7,76.09,156.71,536.9,48,181,1241
82922,43.217931,-110.12179,2.25,3,6.75,0,1,28.2,4.2,5,5.8,68.38,68.38,649.77,7,15,64
82923,42.604524,-109.617869,3,4,5,5,61,119,3,3,4,38.67,38.67,924.98,54,190,1231
