,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B14005_001E,B14005_002E,B14005_003E,B14005_004E,B14005_005E,B14005_006E,B14005_007E,B14005_008E,B14005_009E,B14005_010E,B14005_011E,B14005_012E,B14005_013E,B14005_014E,B14005_015E,B14005_016E,B14005_017E,B14005_018E,B14005_019E,B14005_020E,B14005_021E,B14005_022E,B14005_023E,B14005_024E,B14005_025E,B14005_026E,B14005_027E,B14005_028E,B14005_029E,zip code tabulation area
187,838,122,185,387,143,1,40,18,18,18,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,22,0,0,0,0,0,0,0,0,0,01092
188,214,13,35,32,81,53,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01093
189,281,24,123,67,50,17,14,6,6,0,0,6,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,01094
190,10127,663,2185,2742,2645,1892,975,532,521,170,81,270,11,11,11,0,0,0,0,0,0,443,432,316,30,86,11,11,0,11,0,0,0,0,0,01095
191,1689,54,533,466,385,251,63,33,26,7,0,19,7,7,7,0,0,0,0,0,0,30,30,16,3,11,0,0,0,0,0,0,0,0,0,01096
192,38,0,11,27,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01097
193,870,83,250,205,152,180,19,10,10,6,0,4,0,0,0,0,0,0,0,0,0,9,8,2,0,6,1,0,0,0,0,1,1,0,0,01098
194,1695,651,305,361,187,191,110,60,34,10,9,15,26,8,8,0,0,18,0,18,0,50,50,14,0,36,0,0,0,0,0,0,0,0,0,01103
195,14488,3716,5461,3449,1409,453,1511,870,784,184,97,503,86,58,26,32,0,28,27,0,1,641,621,160,65,396,20,20,17,0,3,0,0,0,0,01104
196,6738,2763,2126,1277,395,177,764,314,239,55,55,129,75,8,0,0,8,67,21,13,33,450,231,54,8,169,219,133,50,13,70,86,61,25,0,01105
197,10884,640,1205,2372,2974,3693,1082,446,446,140,46,260,0,0,0,0,0,0,0,0,0,636,626,197,42,387,10,10,10,0,0,0,0,0,0,01106
198,6369,3042,1449,1318,344,216,785,352,239,44,25,170,113,7,7,0,0,106,33,19,54,433,356,22,65,269,77,10,9,0,1,67,41,14,12,01107
199,15357,3760,3966,4349,1906,1376,2052,1026,859,258,87,514,167,12,0,12,0,155,30,36,89,1026,758,319,97,342,268,197,90,0,107,71,0,0,71,01108
200,16243,3771,6208,4131,1474,659,3367,1843,1525,155,139,1231,318,88,45,23,20,230,16,10,204,1524,1280,232,121,927,244,171,91,52,28,73,10,15,48,01109
201,9730,1017,2626,3181,1713,1193,656,305,267,67,44,156,38,27,0,27,0,11,0,0,11,351,318,54,47,217,33,33,0,0,33,0,0,0,0,01118
202,8765,1755,2606,2891,978,535,1383,681,646,64,15,567,35,17,0,0,17,18,0,6,12,702,640,68,58,514,62,62,0,18,44,0,0,0,0,01119
203,1866,111,553,623,405,174,123,82,82,36,0,46,0,0,0,0,0,0,0,0,0,41,41,22,19,0,0,0,0,0,0,0,0,0,0,01128
204,5068,604,1552,1640,655,617,453,225,205,57,61,87,20,20,0,0,20,0,0,0,0,228,222,35,20,167,6,6,0,6,0,0,0,0,0,01129
205,5165,1095,1771,1673,285,341,695,352,222,69,44,109,130,63,63,0,0,67,51,0,16,343,312,47,0,265,31,0,0,0,0,31,0,0,31,01151
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01199
207,33119,3316,11477,9887,4856,3583,1794,919,576,110,60,406,343,139,59,57,23,204,37,39,128,875,806,262,76,468,69,69,38,31,0,0,0,0,0,01201
208,6066,872,2438,1582,829,345,476,241,182,52,58,72,59,59,2,57,0,0,0,0,0,235,222,105,29,88,13,13,13,0,0,0,0,0,0,01220
209,627,58,165,138,172,94,49,21,13,13,0,0,8,8,8,0,0,0,0,0,0,28,28,0,0,28,0,0,0,0,0,0,0,0,0,01222
210,1858,136,590,471,339,322,101,57,38,24,5,9,19,19,19,0,0,0,0,0,0,44,44,5,4,35,0,0,0,0,0,0,0,0,0,01223
211,147,28,19,50,28,22,30,23,23,23,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,01224
212,2188,146,840,729,285,188,182,62,62,41,0,21,0,0,0,0,0,0,0,0,0,120,94,48,21,25,26,13,13,0,0,13,13,0,0,01225
213,5025,310,1781,1345,933,656,367,326,227,80,38,109,99,99,34,65,0,0,0,0,0,41,40,39,0,1,1,1,1,0,0,0,0,0,0,01226
214,78,0,18,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01229
215,5937,653,1724,1200,1303,1057,613,316,286,49,17,220,30,0,0,0,0,30,4,10,16,297,266,88,11,167,31,16,16,0,0,15,0,15,0,01230
216,2179,169,818,661,373,158,143,89,45,5,4,36,44,44,36,8,0,0,0,0,0,54,47,32,4,11,7,5,5,0,0,2,0,2,0,01235
217,1153,17,291,243,324,278,85,49,38,15,0,23,11,11,11,0,0,0,0,0,0,36,29,11,0,18,7,0,0,0,0,7,0,0,7,01236
218,1786,117,702,423,288,256,149,70,69,4,20,45,1,0,0,0,0,1,0,0,1,79,69,43,0,26,10,10,10,0,0,0,0,0,0,01237
219,4550,272,1206,1353,1122,597,483,184,168,43,20,105,16,16,15,0,1,0,0,0,0,299,279,154,18,107,20,2,2,0,0,18,18,0,0,01238
220,3511,158,896,771,776,910,183,103,93,14,0,79,10,0,0,0,0,10,0,0,10,80,80,64,0,16,0,0,0,0,0,0,0,0,0,01240
221,137,13,38,42,26,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,01242
222,298,15,116,107,30,30,7,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01243
223,133,18,16,19,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01244
224,579,17,181,166,94,121,24,8,8,0,0,8,0,0,0,0,0,0,0,0,0,16,16,9,3,4,0,0,0,0,0,0,0,0,0,01245
225,10926,1633,4172,3031,1386,704,1172,528,418,143,22,253,110,95,23,25,47,15,0,0,15,644,607,119,73,415,37,23,11,12,0,14,0,0,14,01247
226,562,27,167,193,101,74,26,16,16,0,0,16,0,0,0,0,0,0,0,0,0,10,6,6,0,0,4,4,4,0,0,0,0,0,0,01253
227,773,16,160,215,192,190,42,23,20,4,0,16,3,0,0,0,0,3,0,3,0,19,19,11,0,8,0,0,0,0,0,0,0,0,0,01254
228,693,110,230,142,133,78,32,14,14,0,0,14,0,0,0,0,0,0,0,0,0,18,14,2,0,12,4,4,0,0,4,0,0,0,0,01255
229,517,69,222,131,44,51,18,16,16,0,0,16,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,01256
230,1691,161,510,535,277,208,119,41,41,29,0,12,0,0,0,0,0,0,0,0,0,78,53,18,0,35,25,25,0,0,25,0,0,0,0,01257
231,270,2,52,86,88,42,11,2,2,0,0,2,0,0,0,0,0,0,0,0,0,9,9,1,0,8,0,0,0,0,0,0,0,0,0,01258
232,478,26,102,131,105,114,24,13,0,0,0,0,13,13,13,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,01259
233,153,0,82,39,12,20,22,22,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01260
234,928,64,274,227,113,250,45,26,26,0,0,26,0,0,0,0,0,0,0,0,0,19,19,7,8,4,0,0,0,0,0,0,0,0,0,01262
235,150,3,33,15,21,78,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01264
236,1089,21,263,299,250,256,40,8,8,5,0,3,0,0,0,0,0,0,0,0,0,32,32,26,0,6,0,0,0,0,0,0,0,0,0,01266
237,4690,261,878,878,1066,1607,1130,460,442,110,12,320,18,0,0,0,0,18,0,0,18,670,670,204,18,448,0,0,0,0,0,0,0,0,0,01267
238,574,35,117,222,123,77,44,16,14,7,0,7,2,0,0,0,0,2,0,0,2,28,28,15,0,13,0,0,0,0,0,0,0,0,0,01270
239,13083,1155,4207,4149,2066,1506,822,406,320,42,46,232,86,59,29,20,10,27,0,26,1,416,345,107,43,195,71,64,40,0,24,7,7,0,0,01301
240,1176,52,235,311,321,257,76,39,30,19,4,7,9,9,9,0,0,0,0,0,0,37,34,0,11,23,3,3,0,0,3,0,0,0,0,01330
241,9203,1381,3608,2894,940,380,702,398,351,109,93,149,47,44,0,22,22,3,0,3,0,304,292,102,19,171,12,0,0,0,0,12,0,4,8,01331
242,1987,132,670,581,360,244,120,75,75,41,4,30,0,0,0,0,0,0,0,0,0,45,45,0,7,38,0,0,0,0,0,0,0,0,0,01337
243,148,5,37,54,27,25,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01338
244,1176,121,362,327,183,183,96,60,54,4,9,41,6,2,0,0,2,4,0,4,0,36,27,20,0,7,9,0,0,0,0,9,9,0,0,01339
245,1372,157,398,452,197,168,60,22,15,9,0,6,7,5,2,0,3,2,2,0,0,38,35,12,2,21,3,3,3,0,0,0,0,0,0,01340
246,1192,32,233,314,277,336,51,20,10,2,3,5,10,10,10,0,0,0,0,0,0,31,22,14,0,8,9,9,9,0,0,0,0,0,0,01341
247,1030,14,115,257,274,370,89,42,42,0,0,42,0,0,0,0,0,0,0,0,0,47,35,7,0,28,12,12,12,0,0,0,0,0,0,01342
248,59,4,32,11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01343
249,1049,103,395,339,155,57,100,59,46,4,17,25,13,9,9,0,0,4,0,4,0,41,37,12,10,15,4,4,0,4,0,0,0,0,0,01344
250,367,19,143,85,56,64,9,7,7,2,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,01346
251,69,2,18,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01347
252,621,74,190,162,128,67,33,30,30,0,0,30,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,01349
253,90,3,49,20,16,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01350
254,1649,81,496,427,357,288,198,106,106,19,0,87,0,0,0,0,0,0,0,0,0,92,79,28,7,44,13,0,0,0,0,13,13,0,0,01351
255,1153,46,346,317,219,225,99,25,25,9,0,16,0,0,0,0,0,0,0,0,0,74,15,5,0,10,59,59,7,0,52,0,0,0,0,01354
256,695,15,145,248,146,141,58,44,30,2,14,14,14,3,3,0,0,11,0,11,0,14,14,3,0,11,0,0,0,0,0,0,0,0,0,01355
257,2247,134,557,681,523,352,142,104,97,29,5,63,7,7,7,0,0,0,0,0,0,38,38,17,0,21,0,0,0,0,0,0,0,0,0,01360
258,5478,657,2012,2030,548,231,404,232,228,27,127,74,4,4,0,0,4,0,0,0,0,172,164,29,12,123,8,8,0,0,8,0,0,0,0,01364
259,931,37,245,265,164,220,91,76,66,13,0,53,10,3,3,0,0,7,0,3,4,15,12,0,0,12,3,0,0,0,0,3,0,0,3,01366
260,410,48,133,141,63,25,12,8,6,4,0,2,2,2,0,2,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,01367
261,855,86,336,270,100,63,52,14,11,3,0,8,3,0,0,0,0,3,3,0,0,38,34,7,6,21,4,4,0,0,4,0,0,0,0,01368
262,3152,249,778,897,721,507,199,98,70,36,0,34,28,24,17,7,0,4,0,0,4,101,96,35,15,46,5,5,0,3,2,0,0,0,0,01370
263,3160,135,812,978,730,505,196,111,100,9,0,91,11,11,0,11,0,0,0,0,0,85,85,32,12,41,0,0,0,0,0,0,0,0,0,01373
264,2113,125,308,419,668,593,129,17,17,0,0,17,0,0,0,0,0,0,0,0,0,112,94,20,0,74,18,18,18,0,0,0,0,0,0,01375
265,3955,502,1176,1405,546,326,342,138,103,27,0,76,35,35,16,19,0,0,0,0,0,204,148,84,15,49,56,5,5,0,0,51,25,26,0,01376
266,544,42,176,151,112,63,22,5,5,3,0,2,0,0,0,0,0,0,0,0,0,17,17,10,0,7,0,0,0,0,0,0,0,0,0,01378
267,797,93,193,160,225,126,36,30,13,0,0,13,17,5,2,3,0,12,0,12,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,01379
268,25725,4344,8588,7619,3509,1665,2804,1427,1257,439,158,660,170,56,3,25,28,114,34,23,57,1377,1257,472,106,679,120,91,63,9,19,29,0,28,1,01420
269,4239,144,1307,1332,873,583,321,209,209,28,27,154,0,0,0,0,0,0,0,0,0,112,112,50,23,39,0,0,0,0,0,0,0,0,0,01430
270,2193,114,762,677,371,269,212,95,88,50,0,38,7,7,7,0,0,0,0,0,0,117,98,53,0,45,19,19,19,0,0,0,0,0,0,01431
271,5352,328,1595,1488,1226,715,279,156,156,50,48,58,0,0,0,0,0,0,0,0,0,123,113,72,32,9,10,10,0,0,10,0,0,0,0,01432
272,1275,171,515,363,141,85,229,179,98,0,0,98,81,43,0,36,7,38,0,12,26,50,33,6,0,27,17,4,3,0,1,13,0,13,0,01434
273,2656,448,922,710,277,299,223,61,61,0,8,53,0,0,0,0,0,0,0,0,0,162,162,60,20,82,0,0,0,0,0,0,0,0,0,01436
274,247,0,125,64,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01438
275,14433,2379,4771,4820,1598,865,1019,567,516,203,77,236,51,27,27,0,0,24,0,0,24,452,308,110,8,190,144,112,96,0,16,32,0,9,23,01440
276,7106,182,917,1148,2884,1975,693,501,472,130,27,315,29,18,14,0,4,11,0,0,11,192,191,100,0,91,1,1,1,0,0,0,0,0,0,01450
277,3319,27,255,491,1125,1421,295,150,139,21,0,118,11,0,0,0,0,11,0,0,11,145,134,28,9,97,11,11,0,0,11,0,0,0,0,01451
278,3064,148,1078,1018,497,323,308,161,119,19,0,100,42,36,24,12,0,6,0,0,6,147,147,31,10,106,0,0,0,0,0,0,0,0,0,01452
279,28949,3715,9226,8542,5204,2262,1918,816,641,243,6,392,175,163,75,26,62,12,0,12,0,1102,995,533,143,319,107,87,87,0,0,20,20,0,0,01453
280,6253,190,971,1307,2099,1686,492,347,329,186,36,107,18,0,0,0,0,18,7,0,11,145,145,51,12,82,0,0,0,0,0,0,0,0,0,01460
281,7474,575,1870,2294,1860,875,418,148,122,2,24,96,26,26,8,10,8,0,0,0,0,270,260,73,0,187,10,9,8,0,1,1,0,0,1,01462
282,7781,483,2436,2090,1834,938,700,375,319,129,20,170,56,43,43,0,0,13,0,0,13,325,299,161,28,110,26,26,0,9,17,0,0,0,0,01463
283,5536,878,1873,1551,807,427,379,167,118,31,0,87,49,36,12,14,10,13,13,0,0,212,198,93,14,91,14,14,14,0,0,0,0,0,0,01464
284,264,1,18,25,84,136,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,01467
285,2750,124,1145,1093,246,142,221,100,90,15,57,18,10,10,10,0,0,0,0,0,0,121,121,68,14,39,0,0,0,0,0,0,0,0,0,01468
286,4855,207,1747,1472,970,459,270,114,70,25,8,37,44,24,0,16,8,20,20,0,0,156,125,19,6,100,31,0,0,0,0,31,31,0,0,01469
287,5133,279,1241,1538,1375,700,375,264,220,31,0,189,44,29,29,0,0,15,15,0,0,111,111,64,0,47,0,0,0,0,0,0,0,0,0,01473
288,1348,169,371,275,341,192,148,108,99,0,0,99,9,9,9,0,0,0,0,0,0,40,40,12,0,28,0,0,0,0,0,0,0,0,0,01474
289,7364,924,2627,2404,943,466,534,254,242,84,3,155,12,1,0,0,1,11,11,0,0,280,236,102,0,134,44,44,32,0,12,0,0,0,0,01475
290,11286,1010,3300,3022,2479,1475,1016,405,291,111,24,156,114,114,75,39,0,0,0,0,0,611,582,362,13,207,29,29,0,0,29,0,0,0,0,01501
291,2137,142,521,498,594,382,141,38,36,4,0,32,2,2,0,0,2,0,0,0,0,103,67,29,0,38,36,16,11,5,0,20,20,0,0,01503
292,6099,519,1969,1924,1129,558,770,450,439,105,37,297,11,11,0,0,11,0,0,0,0,320,320,95,29,196,0,0,0,0,0,0,0,0,0,01504
293,3059,118,505,725,991,720,307,200,183,51,9,123,17,17,7,1,9,0,0,0,0,107,78,0,0,78,29,29,29,0,0,0,0,0,0,01505
294,2548,202,1026,655,497,168,154,42,36,6,0,30,6,6,6,0,0,0,0,0,0,112,112,56,13,43,0,0,0,0,0,0,0,0,0,01506
295,8959,709,2610,2667,1926,1047,666,411,357,75,74,208,54,54,54,0,0,0,0,0,0,255,175,84,25,66,80,48,10,23,15,32,0,0,32,01507
296,9613,1188,2800,2442,1968,1215,815,433,292,63,22,207,141,139,66,0,73,2,0,0,2,382,323,175,11,137,59,5,0,5,0,54,11,0,43,01510
297,1566,96,636,425,327,82,178,60,60,18,5,37,0,0,0,0,0,0,0,0,0,118,84,16,5,63,34,34,34,0,0,0,0,0,0,01515
298,5716,260,1680,1650,1478,648,358,277,258,132,12,114,19,19,19,0,0,0,0,0,0,81,81,39,0,42,0,0,0,0,0,0,0,0,0,01516
299,1920,126,574,562,402,256,80,45,45,4,0,41,0,0,0,0,0,0,0,0,0,35,35,0,14,21,0,0,0,0,0,0,0,0,0,01518
300,4349,173,709,901,1611,955,195,110,110,18,0,92,0,0,0,0,0,0,0,0,0,85,68,15,0,53,17,17,17,0,0,0,0,0,0,01519
301,9921,493,1773,2539,2900,2216,706,387,351,186,20,145,36,36,36,0,0,0,0,0,0,319,284,116,20,148,35,35,25,10,0,0,0,0,0,01520
302,1769,151,543,539,377,159,156,108,77,25,4,48,31,31,16,0,15,0,0,0,0,48,31,21,4,6,17,17,15,2,0,0,0,0,0,01521
303,2115,51,479,510,488,587,201,68,60,13,0,47,8,8,0,8,0,0,0,0,0,133,133,15,14,104,0,0,0,0,0,0,0,0,0,01522
304,5345,577,1519,1573,1036,640,489,311,220,105,15,100,91,36,9,0,27,55,0,0,55,178,176,16,21,139,2,0,0,0,0,2,0,0,2,01523
305,4731,491,1478,1481,867,414,470,189,165,92,7,66,24,15,15,0,0,9,9,0,0,281,271,162,52,57,10,10,0,0,10,0,0,0,0,01524
306,119,0,51,35,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01525
307,9494,793,3517,2491,1773,920,849,418,382,150,48,184,36,36,35,1,0,0,0,0,0,431,343,166,18,159,88,88,88,0,0,0,0,0,0,01527
308,2039,256,676,585,344,178,140,72,63,33,8,22,9,9,5,0,4,0,0,0,0,68,64,21,10,33,4,4,0,4,0,0,0,0,0,01529
309,705,33,256,194,132,90,29,16,15,0,0,15,1,1,0,1,0,0,0,0,0,13,13,4,0,9,0,0,0,0,0,0,0,0,0,01531
310,9589,306,1654,2271,3014,2344,678,428,422,123,30,269,6,6,6,0,0,0,0,0,0,250,243,60,66,117,7,0,0,0,0,7,7,0,0,01532
311,3393,304,1079,846,650,514,397,176,165,54,30,81,11,11,11,0,0,0,0,0,0,221,221,51,59,111,0,0,0,0,0,0,0,0,0,01534
312,3146,330,1278,825,432,281,337,235,174,95,0,79,61,1,0,0,1,60,22,0,38,102,102,48,0,54,0,0,0,0,0,0,0,0,0,01535
313,4833,268,1177,1098,1318,972,441,264,210,64,17,129,54,44,25,9,10,10,0,0,10,177,159,39,0,120,18,8,0,0,8,10,10,0,0,01536
314,1663,159,532,481,351,140,85,28,28,13,0,15,0,0,0,0,0,0,0,0,0,57,57,35,0,22,0,0,0,0,0,0,0,0,0,01537
315,7593,510,2572,2441,1536,534,719,257,175,105,0,70,82,82,59,8,15,0,0,0,0,462,384,202,0,182,78,78,62,16,0,0,0,0,0,01540
316,2368,50,381,437,907,593,144,88,82,25,0,57,6,6,0,0,6,0,0,0,0,56,56,8,7,41,0,0,0,0,0,0,0,0,0,01541
317,1293,170,365,390,242,126,67,7,7,0,0,7,0,0,0,0,0,0,0,0,0,60,51,11,0,40,9,9,0,9,0,0,0,0,0,01542
318,5302,186,1410,1598,1264,844,411,284,284,80,7,197,0,0,0,0,0,0,0,0,0,127,100,60,16,24,27,27,27,0,0,0,0,0,0,01543
319,23622,1266,4295,5067,6618,6376,2072,1152,1109,392,63,654,43,43,29,14,0,0,0,0,0,920,887,312,29,546,33,33,33,0,0,0,0,0,0,01545
320,11034,2186,4062,2838,1224,724,985,485,402,150,32,220,83,78,35,43,0,5,5,0,0,500,355,129,62,164,145,60,60,0,0,85,0,11,74,01550
321,2772,142,759,610,808,453,214,45,45,0,8,37,0,0,0,0,0,0,0,0,0,169,80,14,0,66,89,84,0,0,84,5,0,0,5,01560
322,80,0,24,36,20,0,41,21,21,0,15,6,0,0,0,0,0,0,0,0,0,20,20,5,0,15,0,0,0,0,0,0,0,0,0,01561
323,8143,958,2680,2591,1199,715,297,116,97,58,17,22,19,19,19,0,0,0,0,0,0,181,150,24,20,106,31,31,31,0,0,0,0,0,0,01562
324,5529,219,1238,1212,1637,1223,347,173,161,33,0,128,12,12,0,12,0,0,0,0,0,174,155,50,0,105,19,19,0,0,19,0,0,0,0,01564
325,4666,259,797,1509,1221,880,303,115,98,80,0,18,17,0,0,0,0,17,17,0,0,188,188,96,23,69,0,0,0,0,0,0,0,0,0,01566
326,4913,169,1046,1348,1399,951,375,201,169,44,0,125,32,0,0,0,0,32,0,15,17,174,122,87,0,35,52,0,0,0,0,52,0,0,52,01568
327,9316,538,3152,2526,2119,981,817,414,382,155,0,227,32,32,32,0,0,0,0,0,0,403,341,71,86,184,62,62,40,0,22,0,0,0,0,01569
328,12077,2234,4112,3245,1605,881,665,301,230,77,20,133,71,54,54,0,0,17,8,0,9,364,296,125,32,139,68,68,47,21,0,0,0,0,0,01570
329,6949,625,1986,2287,1385,666,1255,734,612,138,23,451,122,102,64,38,0,20,0,5,15,521,503,154,29,320,18,0,0,0,0,18,8,10,0,01571
330,12787,716,1729,2445,4230,3667,797,422,391,128,9,254,31,8,8,0,0,23,0,0,23,375,375,229,23,123,0,0,0,0,0,0,0,0,0,01581
331,5579,576,1576,1595,1155,677,467,358,264,83,25,156,94,26,0,0,26,68,0,0,68,109,109,33,0,76,0,0,0,0,0,0,0,0,0,01583
332,3268,339,1431,705,488,305,194,104,94,9,33,52,10,10,10,0,0,0,0,0,0,90,86,57,0,29,4,0,0,0,0,4,0,4,0,01585
333,6971,659,2266,2215,1176,655,517,296,245,71,75,99,51,11,11,0,0,40,0,40,0,221,206,59,87,60,15,15,15,0,0,0,0,0,0,01588
334,5885,288,1581,1535,1522,959,613,235,206,68,0,138,29,29,21,8,0,0,0,0,0,378,368,215,24,129,10,10,10,0,0,0,0,0,0,01590
335,16137,1602,3866,3817,3835,3017,1394,617,557,126,68,363,60,51,40,0,11,9,6,2,1,777,752,300,82,370,25,25,20,5,0,0,0,0,0,01602
336,12993,2754,4259,3323,1644,1013,1062,648,446,146,20,280,202,149,50,32,67,53,0,0,53,414,338,93,39,206,76,56,42,0,14,20,0,0,20,01603
337,24263,2932,7589,7059,4544,2139,1425,814,648,93,90,465,166,95,69,26,0,71,0,0,71,611,473,135,11,327,138,128,89,0,39,10,0,0,10,01604
338,17242,3052,5391,4188,2847,1764,1627,628,511,99,72,340,117,103,28,50,25,14,13,0,1,999,821,171,90,560,178,111,23,13,75,67,0,0,67,01605
339,13714,976,3436,4000,3394,1908,884,496,457,130,48,279,39,39,32,0,7,0,0,0,0,388,335,137,19,179,53,52,22,29,1,1,0,0,1,01606
340,5989,968,1818,1651,1189,363,600,393,303,88,33,182,90,87,43,5,39,3,3,0,0,207,156,5,0,151,51,51,35,16,0,0,0,0,0,01607
341,1972,700,426,426,277,143,318,152,152,0,0,152,0,0,0,0,0,0,0,0,0,166,139,58,37,44,27,27,0,0,27,0,0,0,0,01608
342,11305,2045,2205,2603,2353,2099,3154,1613,1613,451,65,1097,0,0,0,0,0,0,0,0,0,1541,1530,449,135,946,11,10,0,0,10,1,0,0,1,01609
343,12271,3090,4660,2585,1311,625,3320,1485,1393,434,138,821,92,45,0,20,25,47,20,19,8,1835,1724,275,162,1287,111,90,33,26,31,21,21,0,0,01610
344,1857,150,637,701,258,111,95,36,27,9,0,18,9,9,9,0,0,0,0,0,0,59,30,13,0,17,29,7,0,7,0,22,0,0,22,01611
345,3053,133,464,957,770,729,412,276,265,81,0,184,11,11,11,0,0,0,0,0,0,136,136,92,7,37,0,0,0,0,0,0,0,0,0,01612
346,23286,1252,4956,4683,7200,5195,942,509,483,195,27,261,26,20,19,0,1,6,0,0,6,433,394,167,37,190,39,24,24,0,0,15,0,15,0,01701
347,24868,3822,6561,4807,5706,3972,2280,866,789,211,73,505,77,28,6,3,19,49,30,9,10,1414,1279,551,176,552,135,104,58,35,11,31,0,9,22,01702
348,246,0,11,28,68,139,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,01718
349,3512,42,167,545,1211,1547,368,125,125,0,0,125,0,0,0,0,0,0,0,0,0,243,243,66,0,177,0,0,0,0,0,0,0,0,0,01719
350,14766,455,1172,2384,4533,6222,1284,803,788,239,43,506,15,15,14,1,0,0,0,0,0,481,456,147,0,309,25,25,25,0,0,0,0,0,0,01720
351,11986,507,2476,2318,3838,2847,999,533,474,233,0,241,59,48,48,0,0,11,0,0,11,466,437,216,9,212,29,29,18,11,0,0,0,0,0,01721
352,9457,245,1088,2011,2850,3263,657,350,302,66,0,236,48,48,0,23,25,0,0,0,0,307,296,113,31,152,11,0,0,0,0,11,11,0,0,01730
353,690,0,37,277,204,172,80,37,28,7,0,21,9,9,9,0,0,0,0,0,0,43,39,14,0,25,4,4,4,0,0,0,0,0,0,01731
354,3316,107,511,527,1135,1036,269,131,120,25,2,93,11,8,8,0,0,3,0,0,3,138,112,60,16,36,26,26,26,0,0,0,0,0,0,01740
355,3411,18,251,401,1205,1536,247,99,99,23,33,43,0,0,0,0,0,0,0,0,0,148,148,38,0,110,0,0,0,0,0,0,0,0,0,01741
356,13260,817,1787,1830,4056,4770,871,458,400,120,0,280,58,40,20,2,18,18,0,0,18,413,384,77,23,284,29,29,15,0,14,0,0,0,0,01742
357,252,0,74,38,76,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01745
358,9326,265,1399,2073,3498,2091,714,313,313,70,37,206,0,0,0,0,0,0,0,0,0,401,382,147,15,220,19,19,12,7,0,0,0,0,0,01746
359,3993,261,1086,964,1270,412,410,260,231,46,38,147,29,13,12,0,1,16,14,0,2,150,148,77,0,71,2,0,0,0,0,2,0,0,2,01747
360,9564,238,1225,1554,3728,2819,953,512,437,119,16,302,75,1,0,0,1,74,0,28,46,441,438,174,10,254,3,1,1,0,0,2,0,2,0,01748
361,14027,1582,3536,3805,3258,1846,969,600,564,130,51,383,36,28,28,0,0,8,0,0,8,369,363,147,60,156,6,6,0,6,0,0,0,0,0,01749
362,27291,2712,8260,5914,6069,4336,1765,942,799,186,25,588,143,64,57,7,0,79,63,0,16,823,687,270,0,417,136,95,19,11,65,41,0,0,41,01752
