CustZip,visitorzip_lat,visitorzip_lon,per_family_annual_income,non_hs_educated,PopulationRaceWhite,Dist_to_park,util_days,disabled_percent,MedianAge
30738,34.785315,-85.477523,56765.60468,0.13708781,0.967886286,42.97052024,0.224006317,0.160806759,45
30739,34.805201,-85.213972,60519.69615,0.169905331,0.910429007,28.73153941,0.637946509,0.165483235,38.4
30740,34.756084,-85.08997,61276.74419,0.157230436,0.87755814,19.58229127,0.760581395,0.131737206,38.9
30741,34.93652,-85.273624,35962.70646,0.234410287,0.912734722,44.79708448,0.199283032,0.246332678,39.8
30742,34.936216,-85.243782,34729.64252,0.192493947,0.8730563,43.07317624,0.173190349,0.178673528,37
30746,34.574935,-85.027893,43084.24508,0.272933182,0.941946034,5.086785837,0.901880621,0.186345382,41.6
30747,34.515587,-85.285974,36930.19056,0.311443274,0.799394982,24.07510815,0.167625601,0.17222479,39.8
30750,34.929409,-85.409488,98759.0694,0.079798404,0.956121212,48.75764887,0.171393939,0.13368398,29.9
30752,34.900097,-85.52062,44932.06906,0.229886816,0.95755102,49.30387706,0.096428571,0.195931831,39.3
30753,34.584798,-85.298117,36319.65434,0.342551293,0.884425862,19.23924297,0.183962968,0.148903691,37.3
30755,34.862222,-85.039682,38386.40749,0.28330141,0.888738269,30.87536267,0.45995829,0.171135386,38.2
30756,34.9027,-84.9743,65460.71429,0.506493506,0.77027027,36.31933592,2.094594595,0.069124424,41
30757,34.92818,-85.43365,44587.76882,0.165061015,0.886961388,51.47393764,1.371012871,0.186892178,42.8
30802,33.600279,-82.30347,58815.44018,0.137352556,0.807941781,10.04670913,4.238411644,0.116853506,43.4
30803,33.157622,-82.54367,30448.09689,0.253968254,0.785425101,51.14049107,5.781376518,0.196946565,39.3
30805,33.280629,-82.1929,30504.16667,0.188131313,0.71214338,41.35801109,2.625091441,0.223039216,38.9
30807,33.479284,-82.639128,19245.45455,0.208955224,0.489130435,19.04331022,1.684782609,0.206521739,49
30808,33.387212,-82.382428,43883.64596,0.260429082,0.732394366,27.75976987,2.6156013,0.165982278,39
30809,33.558757,-82.154005,95714.24366,0.045061243,0.771117166,13.7681944,1.977179837,0.074270557,38.6
30810,33.220358,-82.578739,39523.21867,0.229383229,0.917680075,40.45148444,2.303086997,0.133431807,39.9
30813,33.461572,-82.220743,59704.0635,0.145572737,0.650073977,21.58231767,2.066973533,0.098379704,32.1
30814,33.448664,-82.321849,44236.66886,0.205666129,0.745889571,24.55946706,4.177668712,0.145666424,38.8
30815,33.29037,-82.094316,46112.1763,0.135027292,0.333476287,39.32058501,1.203027245,0.174847292,34.9
30816,33.1652,-82.175944,42975.4717,0.182096873,0.587482219,55.75241237,1.880512091,0.173663279,43.2
30817,33.78325,-82.407212,38840,0.181937664,0.64447629,9.868678481,1.333116206,0.155298498,44.4
30818,33.244342,-82.29443,30046.22642,0.333333333,0.792792793,45.30704329,3.437837838,0.145038168,39.4
30820,33.21196,-82.719404,49608.3871,0.16888434,0.73526971,46.46456945,1.222406639,0.134791814,40.3
30821,33.490048,-82.73817,22879.40379,0.331444759,0.375283447,24.50479294,1.009070295,0.198294243,45.6
30822,32.906423,-81.904256,38344.01914,0.230623819,0.836501901,85.53533917,1.346007605,0.103658537,42.4
30823,33.231204,-82.461723,45153.91705,0.320851064,0.601666667,40.55639412,1.885,0.13253012,40.3
30824,33.498871,-82.515666,37735.07008,0.24935305,0.514563107,13.69238614,2.235509563,0.174651594,38.3
30828,33.392657,-82.616031,25388.49135,0.284862043,0.342261905,27.55436008,1.474358974,0.177907865,41.5
30830,33.08993,-81.999062,32260.89187,0.225383707,0.394672777,67.16695667,0.638049549,0.167887447,33.3
30833,33.190606,-82.353465,31010.13734,0.166447079,0.396487757,47.09340395,1.507049221,0.128103837,38.2
30901,33.425779,-81.958155,15418.25593,0.351156912,0.125266038,29.47656161,0.12666464,0.261987402,38.2
30903,33.4667,-82.0167,46844.87805,0,0.815384615,29.3358179,0.123076923,0,34.5
30904,33.479732,-82.0157,27925.19226,0.191528961,0.462557469,26.40970772,0.538455544,0.185004454,36.2
30905,33.359001,-82.223404,52196.61017,0.029781602,0.525516471,28.58694745,0.062869905,0.072860774,21.5
30906,33.345146,-81.9711,33777.53805,0.192053342,0.321898594,32.26122129,0.773706449,0.184177205,33.7
30907,33.529409,-82.089371,65799.60934,0.071179365,0.726101389,18.64630336,1.959794159,0.107904795,37.8
30909,33.482743,-82.092868,37770.83047,0.074199118,0.469784778,23.27361496,0.555897559,0.141890091,32.8
31001,31.974313,-83.305417,28502.70742,0.291599354,0.529692691,154.7773174,0.019933555,0.177777778,39.1
31002,32.571646,-82.585185,47349.25894,0.224450812,0.837800687,118.9938514,0.332989691,0.216034055,40.4
31003,32.682646,-83.244441,78688.33333,0.058823529,0.848214286,129.8278231,0.035714286,0.092105263,56.5
31005,32.513329,-83.575235,74411.11721,0.052305907,0.688120779,131.9890484,0.410674083,0.08153197,33.8
31006,32.592173,-84.253193,35507.91139,0.276217228,0.518789356,81.89090897,0.34145846,0.153372885,37.8
31007,32.177392,-83.923862,23909.89011,0.32974428,0.381378693,99.40811842,0.032229185,0.15215311,46.1
31008,32.647108,-83.790058,50511.47448,0.153516572,0.740150653,123.3351962,0.25524305,0.120171913,37.5
31009,32.263601,-83.009433,37731.06061,0.233856894,0.769126608,149.2319808,0.101557211,0.181126332,38.5
31011,32.123154,-83.072032,52193.09392,0.193548387,0.718309859,159.5513318,0.776814735,0.157169118,39.8
31012,32.381591,-83.18464,42064.82085,0.269982238,0.573238912,146.5730834,0.064107343,0.111185984,39.8
31014,32.430438,-83.32314,42781.52196,0.207378098,0.675196278,152.5001042,0.071750509,0.194361259,36.1
31015,31.937376,-83.785422,37191.58043,0.209358252,0.499772085,114.0307187,0.109216884,0.181681271,37.8
31016,32.829685,-84.192916,22178.40532,0.215664018,0.492419249,95.28701692,0.251812788,0.124010554,44.5
31017,32.625376,-83.22264,37423.26431,0.215669014,0.770277078,130.9730781,0.064483627,0.138655462,44.8
31018,32.993258,-82.625009,47033.33333,0.283246978,0.401832922,74.07873435,0.240394783,0.129461585,36.7
31019,32.421658,-83.045131,34062.4297,0.190572391,0.874029336,139.9254794,0.150992235,0.118763797,37.7
31020,32.638977,-83.478466,35072.54902,0.371331828,0.546241637,133.9134258,0.027941755,0.162400336,44.9
31021,32.47621,-82.943659,38834.75863,0.182436476,0.522855442,126.0545605,0.118077691,0.131515018,38
31022,32.514708,-83.100746,50614.17625,0.134120172,0.755617978,132.7500473,0.101825843,0.135811294,38.9
31023,32.188636,-83.195262,35471.29274,0.175079197,0.652018462,163.7366449,0.17304817,0.167420814,37.6
31024,33.325469,-83.344395,57621.0396,0.155282488,0.65287689,80.36543007,0.110434652,0.142709715,43.3
31025,32.352398,-83.742098,86637.55459,0.125736739,0.707993475,114.2094022,0.378466558,0.094849246,41.7
31027,32.559729,-82.815173,32326.82292,0.248289624,0.623751498,119.3444386,0.081002797,0.114579474,36.8
31028,32.632286,-83.684794,44492.04452,0.108040895,0.681156969,128.9469134,0.155615697,0.148119122,38.4
31029,33.025365,-83.924234,46604.79534,0.225341841,0.657088475,109.888592,0.367102597,0.153596889,39.1
31030,32.573591,-83.892825,36629.67573,0.213257292,0.318859672,110.8226457,0.238130368,0.123420945,30.1
31031,32.879557,-83.30977,33992.67428,0.183344836,0.694038929,108.5939347,0.04622871,0.175601015,39.6
31032,33.02119,-83.567738,60074.11369,0.093484732,0.783820482,113.937819,0.105838634,0.118737029,38.4
31033,33.064581,-83.447694,28948.1592,0.084379358,0.612030075,103.8124312,0.053007519,0.081728267,40.2
31035,32.849694,-82.709794,37627.91165,0.304347826,0.560117302,86.96050873,0.113636364,0.175401817,39.9
31036,32.265471,-83.487372,39771.33042,0.215811044,0.630327743,137.2421676,0.104323742,0.166468272,41
31037,32.126805,-82.944395,22091.27625,0.310810811,0.507535358,154.3178678,0.006955715,0.234017364,34.5
31038,33.126793,-83.650207,59207.09677,0.203935599,0.662286465,110.8095761,0.362680683,0.19379845,46.1
31041,32.3651,-84.180042,31735.40052,0.344640434,0.458502024,79.683446,0.826923077,0.176190476,48.3
31042,32.752007,-83.156229,33620.77364,0.216450216,0.323193916,107.7908593,0.093427485,0.120665083,40.7
31044,32.672971,-83.345549,24332.93718,0.281390135,0.386121608,130.5097096,0.076605977,0.119281046,46.2
31046,33.039897,-83.789794,56994.59889,0.174703557,0.835177984,126.4916132,0.321268322,0.196904025,42.6
31047,32.463087,-83.602004,80612.91062,0.070046604,0.748771554,127.2417469,0.280353793,0.101205046,36
31049,32.708022,-82.523016,45632.2973,0.237082067,0.940199336,102.3568646,1.124031008,0.16908774,42.2
31050,32.70564,-83.933865,52620.21858,0.236200257,0.85388601,110.9426374,0.275647668,0.073303167,40
31051,32.153286,-83.88678,37792.30769,0.330708661,0.390374332,102.069901,1.540106952,0.099009901,29.5
31052,32.771584,-83.85556,59332.50755,0.147159928,0.729657883,120.0031762,0.412159038,0.149289383,43.9
31054,32.905298,-83.173364,28338.23065,0.255734919,0.585876721,104.3337407,0.034111311,0.208474576,38
31055,31.978201,-82.844841,39005.21739,0.244060475,0.441237113,146.7996396,0.030927835,0.180411695,40.1
31057,32.440372,-83.94034,29758.78378,0.230919765,0.340513291,100.6108575,0.035288726,0.184607891,41.9
31058,32.496412,-84.450792,20786.82927,0.181188119,0.850682996,60.72921164,0.727743759,0.11420414,43.3
31060,31.951526,-83.064712,34022.93364,0.238714614,0.82924282,151.5286912,0.248041775,0.225053079,44.9
31061,33.081461,-83.208516,36929.39658,0.17480315,0.537721403,86.1101226,0.050851331,0.122354994,33.6
31063,32.296853,-83.947259,25876.62965,0.298009368,0.304800565,94.47160356,0.041122485,0.182360383,36
31064,33.287012,-83.700172,45632.54812,0.162985652,0.692169312,97.80266204,0.278624339,0.124290083,38.6
31065,32.561668,-83.153101,33581.39535,0.329624478,0.503577818,130.2177726,0.100178891,0.168280872,42.8
31066,32.790968,-84.006578,55169.24731,0.153417015,0.639058413,108.033819,0.39494333,0.196737044,47.3
31067,32.866002,-82.939019,53983.09859,0.253393665,0.617117117,92.73792624,0.472972973,0.258928571,54.5
31068,32.347645,-84.116959,31819.14305,0.362055124,0.312258065,82.83678626,0.030599078,0.228387097,36.6
31069,32.437591,-83.71971,58399.33573,0.09991274,0.629565126,119.2998942,0.308317501,0.129598956,37.6
31070,32.183789,-83.795652,45197.42268,0.183391003,0.626252505,110.5782945,0.016032064,0.107269504,41
31071,32.087578,-83.468644,39577.46781,0.207990599,0.557130942,134.3268805,0.040867389,0.18724778,43.8
31072,31.941729,-83.546286,44019.92551,0.152008686,0.839366516,131.4080594,0.058069382,0.245649264,40.9
31075,32.339595,-82.964866,43028.12834,0.173829378,0.794471154,144.4767949,0.195512821,0.096446701,36.3
31076,32.530504,-84.147738,41368.4953,0.178717599,0.571475196,89.16937566,0.076370757,0.141410946,42.6
31077,31.989499,-83.207573,27889.22801,0.247043364,0.736470588,152.972207,0.363137255,0.19729207,44.1
31078,32.706642,-84.079235,29566.88791,0.237024221,0.495232754,102.9856156,0.273415592,0.184978274,41.3
31079,31.94455,-83.459765,32406.92964,0.171523179,0.655546289,142.4853582,0.380316931,0.248482018,39.4
31082,32.981957,-82.871162,35998.14678,0.207991327,0.432455803,74.24754058,0.138162952,0.135454545,39.7
31083,32.035591,-82.826169,22406.42857,0.13836478,0.657458564,145.4747709,0.116022099,0.182186235,40
31085,33.422414,-83.635911,52392.5072,0.248933144,0.617449664,91.02433735,0.174496644,0.09366869,39.4
31087,33.28181,-83.015738,21232.41662,0.249080319,0.240057995,65.23603748,0.077464789,0.1515625,42.6
31088,32.579021,-83.628144,52264.44353,0.090378918,0.601020673,129.6696534,0.148695253,0.095339243,33.7
31089,32.8357,-82.846688,31923.86117,0.238856754,0.419801571,86.52031107,0.231293923,0.147071218,35.9
31090,32.809318,-83.052572,18088.14433,0.235294118,0.625240848,101.826685,0.083815029,0.201086957,47.7
31091,32.211186,-83.729279,28584.07821,0.306221316,0.403353247,115.7966634,0.018307959,0.10152945,39.7
31092,32.093485,-83.794012,28873.83367,0.259025271,0.458490566,111.0829788,0.195283019,0.125473557,39.7
31093,32.650222,-83.654334,30860.30265,0.195962256,0.46313241,131.990279,0.157439385,0.161347944,34.6
31094,33.118397,-82.793672,45140,0.148337596,0.581687612,61.42208121,0.101436266,0.137295082,44.3
31096,32.73382,-82.735711,36743.94268,0.248046875,0.531981068,101.640241,0.178093306,0.200063816,40.2
31097,32.898182,-84.16346,48809.72763,0.17679558,0.73655914,90.40189795,1.452380952,0.177777778,44.7
31098,32.619748,-83.573587,47212.65207,0.036669213,0.578601108,136.1292678,0.068559557,0.054756195,22.5
31201,32.819934,-83.618406,17481.69667,0.265125765,0.300764753,131.8315144,0.021915306,0.183578999,32.5
31204,32.854696,-83.67808,30012.30757,0.2,0.337081507,133.1800749,0.027666603,0.160455732,36.2
31206,32.79443,-83.672862,23854.00932,0.294721927,0.181755641,133.683663,0.015994772,0.165448172,30.3
31210,32.897475,-83.753591,68257.46956,0.053519791,0.660552829,128.5096414,0.07000775,0.102880787,37.8
31211,32.921561,-83.580073,36476.6898,0.151775376,0.408549318,126.6068586,0.152438275,0.156427015,37.4
31216,32.748182,-83.686006,55149.03215,0.155137676,0.715438575,132.9980101,0.099944131,0.124656044,39.8
31217,32.805786,-83.503921,30895.05988,0.255294216,0.344904389,125.3336342,0.037483703,0.162515022,36.6
31220,32.879412,-83.816169,52606.4034,0.05337295,0.638918997,121.4706988,0.103114387,0.112650114,37.8
31301,31.756013,-81.60516,39916.68632,0.149318019,0.367675888,123.3217083,0.001089087,0.137028483,29.7
31302,32.127829,-81.34086,51928.45726,0.198141862,0.8824653,171.2484181,0.547052082,0.130355097,38.2
31303,32.509539,-81.302592,47529.61992,0.188806473,0.668334167,152.1557045,0.311155578,0.1582397,41.8
31305,31.38124,-81.443466,30833.16953,0.207425845,0.654533311,104.2033531,0.035732176,0.218220339,42.2
31307,32.172313,-81.40128,34232.41758,0.358870968,0.872745491,172.9176323,0.619238477,0.105990783,38.6
31308,32.17777,-81.501134,42011.46425,0.22851646,0.85982204,170.0751056,0.573990418,0.194723258,36.9
31309,31.881285,-81.458815,38762.07675,0.192366412,0.748760331,143.3172966,0.010743802,0.274364407,38.7
31312,32.343132,-81.400868,58035.15892,0.139495293,0.873563218,168.3282096,0.712947759,0.134490239,35.1
31313,31.829296,-81.617258,48032.86727,0.081449893,0.375465237,129.3614902,0.056969877,0.1080746,28.5
31315,31.881531,-81.598618,39720.59943,0.050168247,0.551282051,136.4945964,0.044337607,0.068358812,20.1
31316,31.731276,-81.736794,39304.16544,0.128192999,0.663350087,120.8615381,0.025848805,0.146950384,32
31318,32.141617,-81.37969,110769.2857,0.162068966,0.914956012,172.7343333,6.692082111,0.064516129,44.3
31320,31.719398,-81.358114,50108.64562,0.115865385,0.594837389,136.5100152,0.059358654,0.171097478,40.6
31321,32.187805,-81.662696,41174.02985,0.231409396,0.735535884,161.7160928,0.361681948,0.160678643,38.3
31322,32.08651,-81.250254,56369.38399,0.055008562,0.603254956,174.1624148,0.137342102,0.082280798,32.2
31323,31.71452,-81.452988,42812.3494,0.203935599,0.148127128,128.2052802,0.055618615,0.169739352,43.6
31324,31.854686,-81.273733,80001.86968,0.061026559,0.77384728,153.7453293,0.197023664,0.066489099,35.2
31326,32.292382,-81.217892,65642.52467,0.125708186,0.782967461,169.8078973,0.464061446,0.091726619,34.3
31328,32.007734,-80.876688,52423.46332,0.101151029,0.930732002,162.0120056,0.493950393,0.097447073,53.5
31329,32.432677,-81.34546,50286.86597,0.15664056,0.731569626,161.9930692,0.340823555,0.139428322,33.7
31331,31.558638,-81.429161,36164.86486,0.187864392,0.585412424,116.9152275,0.05740835,0.236456919,46.1
31401,32.075798,-81.075624,24289.88991,0.161178355,0.453263274,173.7890686,0.057844764,0.132285429,25.9
31404,32.048553,-81.048342,29433.63636,0.165370658,0.23755802,173.9827587,0.019372099,0.135085205,32.1
31405,32.036444,-81.168404,42428.96774,0.12128825,0.433386191,173.6458629,0.101405649,0.13237292,33.7
31406,31.971207,-81.082374,45202.69293,0.114327248,0.555336376,171.256727,0.194435448,0.116635194,37.2
31407,32.182094,-81.19762,63326.98813,0.08355488,0.560187742,174.0126638,0.066261734,0.100839343,30.7
31408,32.116618,-81.193193,25574.93647,0.212203186,0.336314309,176.4822397,0.014971865,0.117100372,33.3
31410,32.01943,-80.952741,65893.00622,0.027508945,0.866745582,170.464431,0.156210366,0.099842734,40.8
31411,31.934495,-81.020023,118785.9311,0.008124184,0.953005725,169.4465345,0.200381679,0.111541828,63.7
31415,32.082868,-81.137852,22933.58243,0.249737119,0.023240427,175.3738895,0.000578943,0.180921328,34
31419,31.90731,-81.198982,45394.18355,0.097064145,0.502453193,164.5047589,0.06395965,0.093049517,31.7
31501,31.22804,-82.347959,34237.71281,0.183463035,0.480996405,46.09499206,0.073510529,0.198974123,38.5
31503,31.18266,-82.359603,43022.46123,0.187705269,0.783008145,45.65404006,0.429200606,0.203176895,37.9
31510,31.550004,-82.462181,38985.51389,0.271898883,0.737916328,83.4916204,0.023862713,0.180712961,36.7
31512,31.55689,-83.018794,51765.69428,0.161077844,0.760676157,105.7751776,0.029359431,0.068173663,36.8
31513,31.762026,-82.315976,40038.21646,0.241128884,0.692116389,108.667635,0.084680428,0.153783513,37.5
31516,31.324068,-82.246366,42907.93737,0.225274725,0.850627757,54.97333302,0.246487954,0.213039867,38.3
31518,31.513968,-82.172018,27111.92982,0.232445521,0.879261364,79.91462338,0.176136364,0.235067437,42.1
31519,31.685848,-82.881294,34515.12301,0.257307139,0.744746428,105.9237356,0.131409358,0.15807888,39.9
31520,31.139032,-81.479153,27592.33306,0.22801444,0.365016117,84.7797506,0.107673711,0.180019399,34.2
31522,31.223769,-81.35144,82006.61615,0.035645713,0.933896311,93.8339086,0.111441822,0.10323763,51.9
31523,31.221353,-81.611226,62264.57061,0.116141508,0.817824477,81.54098646,0.106508428,0.134351799,39.6
31525,31.314924,-81.522194,48633.08688,0.141734388,0.631536092,88.1913523,0.119410911,0.153400161,35.3
31527,31.06666,-81.421052,61295.17241,0.082822086,0.951552795,86.95311985,0.360248447,0.215007215,66
31532,31.726914,-82.755559,56539.50178,0.166386555,0.874828061,108.6256963,0.15130674,0.166169154,42.5
31533,31.554494,-82.845336,34069.61808,0.241004426,0.511889791,93.40875496,0.052246485,0.166883883,33.9
31535,31.460074,-82.867492,46061.53654,0.210866575,0.67800071,89.68307989,0.134943182,0.127645557,33.6
31537,30.926172,-82.098949,40709.48579,0.268393913,0.610676439,27.93993063,0.028622363,0.155205047,37.8
31539,31.822381,-82.633648,36421.3893,0.20762805,0.725877799,118.6112867,0.08522256,0.154568077,35.6
31542,31.143856,-82.121344,27316.44612,0.180597926,0.944503735,44.68207674,0.066524369,0.1982823,38.5
31543,31.359315,-81.845621,30893.24631,0.216152946,0.95412844,68.28537031,0.047331109,0.267942584,38.3
31544,31.848145,-82.943008,12622.06235,0.454054054,0.672032193,130.752616,0.049295775,0.124489796,40.4
31545,31.595178,-81.947578,34951.13996,0.175286798,0.726275336,100.1804266,0.162028141,0.181789158,36.3
31546,31.520324,-81.776417,41987.19694,0.231922253,0.61297097,95.30930565,0.06571958,0.217527387,38.6
31548,30.826964,-81.730303,51948.47607,0.080062918,0.690709291,56.36774328,0.094355644,0.092547051,30.6
31549,31.904072,-82.756073,17752.4239,0.273786408,0.572130415,130.8618121,0.012505583,0.141558442,42.9
31550,30.900111,-82.408772,37989.7351,0.091127098,0.851282051,46.54428333,0.020512821,0.192810458,40.6
31551,31.487919,-82.265404,34832.29167,0.286634461,0.824509804,73.6477714,0.005882353,0.076216713,37
31552,31.28908,-82.624444,44951.49864,0.321428571,0.933476395,60.70445195,0.089055794,0.183317168,42.8
31553,31.158464,-81.97073,35598.3715,0.275675676,0.924766087,52.71757404,0.059767042,0.23502847,37.4
31554,31.488829,-82.613149,35737.34015,0.329734675,0.665771622,81.61384605,0.085924251,0.187381584,35.7
31555,31.707576,-82.071149,38991.24767,0.167926566,0.890167364,100.5513689,1.161436541,0.180373186,39
31557,31.3764,-82.100592,36967.41964,0.235649547,0.849162011,65.13928257,0.258954979,0.265795976,39.1
31558,30.842741,-81.528876,51320.03778,0.075787564,0.722132234,66.7947202,0.064595298,0.097055273,30.4
31560,31.491774,-82.040164,38635.73433,0.116862327,0.827234342,84.04994039,0.713581985,0.167099889,38.2
31562,30.589068,-82.122769,32502.03837,0.185981957,0.935231971,39.22962459,0.065227377,0.097801705,40.1
31563,31.715783,-82.180832,42257.43119,0.154396728,0.763595166,101.4823414,0.003021148,0.117647059,42.9
31565,31.061147,-81.62723,34817.6,0.24353256,0.777294948,67.09962061,0.093427485,0.205198358,44.6
31566,31.179696,-81.842104,43201.8648,0.274516696,0.903774128,63.41255619,0.1019879,0.235842771,36.7
31567,31.604809,-82.694584,63398.63946,0.197513812,0.928388747,97.0086926,0.41943734,0.063449508,40.6
31568,30.999485,-81.785497,39283.33333,0.233093525,0.722702278,50.67563756,0.015710919,0.168205128,42.7
31569,30.912957,-81.634091,59112.85574,0.143649327,0.720430108,57.64981453,0.116129032,0.099751101,39.1
31601,30.753316,-83.350791,24968.68859,0.250107204,0.354934311,90.3199282,0.036846929,0.16102077,28.6
31602,30.871716,-83.338028,38185.17865,0.129542645,0.586623249,91.96732764,0.043225174,0.116182313,30.6
31605,30.951025,-83.22715,52433.50113,0.076156759,0.632999802,86.89558113,0.174261938,0.091728051,29.8
31606,30.822953,-83.188084,48825.15767,0.195206803,0.811706812,80.65729384,0.230510231,0.158608781,38.9
31620,31.11918,-83.428336,44953.14402,0.242627533,0.641908326,107.4601805,0.086810103,0.129416246,35.9
31622,31.39186,-83.1738,34071.75141,0.177993528,0.758953168,104.6771217,0.054178145,0.189439303,38.7
31623,31.07516,-82.66612,13472.97297,0.560606061,0.5,43.02528242,0.466666667,0.438095238,33.5
31624,31.299848,-82.723385,26245.37445,0.333860759,0.776904949,68.77884827,0.054988217,0.20104712,36
31625,31.004224,-83.525766,39743.361,0.282982792,0.731853117,90.90030803,0.223740393,0.268106734,46
31626,30.791556,-83.806838,33157.70609,0.249809015,0.533063817,60.02956544,0.340456252,0.177777778,42.8
31627,31.06347,-83.375875,25278.94737,0.397163121,0.531380753,102.8612201,0.292887029,0.173913043,38.8
31629,30.769258,-83.687252,26309.51087,0.213804714,0.481152993,66.90399379,0.252771619,0.315018315,44.9
31632,30.966854,-83.368068,52826.01342,0.135731202,0.812918893,98.23691846,0.157163672,0.122219039,34.9
31634,31.040719,-82.752774,35729.90018,0.274626866,0.656399726,50.01879728,0.047399042,0.22581221,36.3
31635,31.047244,-83.100615,33362.17704,0.238918107,0.651067073,76.6748776,0.05777439,0.211545488,33.8
31636,30.745024,-83.100656,44951.29852,0.19502008,0.755634763,78.34733723,0.258517664,0.134777627,36.9
31637,31.271084,-83.45008,38072.96329,0.221391873,0.808286517,116.1388191,0.391151685,0.143236956,39.8
31638,30.916768,-83.512485,31238.11881,0.273727648,0.511004785,87.00647178,0.034449761,0.158887786,39.7
31639,31.227879,-83.191858,33172.3223,0.230953387,0.839992408,93.7471802,0.184397836,0.200393507,39.4
31641,30.889312,-83.093434,39006.82493,0.145552561,0.664664118,72.10172921,0.083560896,0.137849079,39.7
31642,31.295686,-82.868272,33447.28863,0.388391376,0.522458146,76.48417409,0.032258065,0.152754934,32.9
31643,30.791992,-83.550467,39006.53401,0.211929825,0.481685613,76.00456349,0.130210127,0.22113594,39
31645,31.061696,-83.243998,41685.82845,0.177077524,0.80901496,88.05077187,0.079269477,0.148787154,31.8
31647,31.200639,-83.465595,30122.27603,0.327494692,0.613295615,111.85092,0.149929279,0.175433168,34.2
31648,30.720206,-82.816547,33024.64183,0.280125196,0.538461538,66.82407168,0.113461538,0.215978929,30.2
31650,31.33098,-83.000425,27789.96683,0.278680203,0.582905467,91.25381101,0.089700997,0.175483054,34.2
31701,31.581331,-84.15191,22414.73385,0.304824891,0.17706306,82.13772884,0.089529,0.16350847,34.4
31705,31.518596,-84.038378,29307.50084,0.263816794,0.253929425,90.28687241,0.281568958,0.138273288,29.1
31707,31.584612,-84.224394,33973.97726,0.141240545,0.405747263,78.57495404,0.225819202,0.152879829,34.4
31709,32.013294,-84.120225,34995.17796,0.186048966,0.428366315,73.18794058,0.218989949,0.141920831,31
31711,32.186085,-84.11399,20004.09357,0.410058027,0.733564014,79.02067045,0.144175317,0.22345679,43.9
31712,31.832466,-83.733022,31937.60504,0.125340599,0.806809184,120.8198462,0.513064133,0.235528942,42.2
31714,31.707667,-83.681708,29280.08048,0.31580253,0.468334878,127.0957843,0.078158789,0.200981997,38
31716,31.377944,-84.120699,35480.35382,0.22761194,0.601519337,89.23262481,0.9375,0.13915513,38.7
31719,32.06392,-84.308548,34533.44938,0.26254358,0.294160517,69.40805292,0.109137287,0.15244506,32.6
31720,30.886325,-83.738192,26232.7957,0.344155844,0.461538462,68.20786092,0.035164835,0.16194332,39.8
31721,31.496738,-84.297764,60575.89217,0.080496535,0.508584225,74.32943676,0.33983578,0.116993199,40.6
31722,31.067784,-83.623943,23430.85714,0.241486068,0.649797571,89.50058124,0.508097166,0.175471698,34.4
31730,31.211996,-84.254748,34473.02632,0.253127539,0.366659781,78.29438482,0.373063417,0.14615798,35.8
31733,31.58709,-83.508616,64927.5969,0.080988332,0.870253165,137.5265438,0.275949367,0.151515152,45.5
31735,31.975809,-83.963667,37461.39896,0.248677249,0.849449204,99.71484847,0.073439412,0.085261876,53
31738,31.009234,-83.872554,33937.45498,0.160554197,0.732159848,69.83907638,0.361084681,0.179836512,41.7
31744,31.318263,-83.92889,28507.06991,0.234348076,0.769519051,99.72488305,0.529668957,0.140880961,40.8
31749,31.3627,-83.344506,33294.29695,0.312327253,0.834710744,115.8051637,0.076895437,0.117809163,35.4
31750,31.739251,-83.2072,27350.07621,0.222958242,0.595173115,132.891952,0.058061754,0.254080377,37.3
31756,31.18418,-83.943754,41008.46995,0.28587963,0.916149068,85.57094098,0.319875776,0.245587107,41.1
31757,30.855151,-83.909742,40787.15784,0.134419836,0.719644053,55.81617891,0.293751794,0.159301637,39.3
31763,31.740035,-84.131612,63943.72873,0.1702334,0.767293169,80.20253858,0.823506694,0.121731009,35.1
31764,31.966171,-84.083378,37525,0.253036437,0.537037037,85.2750165,0.462191358,0.159856631,44
31765,31.106534,-84.031914,33094.85887,0.287405813,0.630902909,71.01490746,0.243294295,0.195078459,39.4
31768,31.212797,-83.858161,35447.28286,0.290243112,0.532751831,90.21037672,0.23372994,0.140083746,35.4
31771,31.243595,-83.634867,50250.13291,0.240790176,0.655841864,102.7999815,0.175255912,0.134203319,33.7
31772,31.742274,-83.968606,46956.63265,0.355113636,0.757261411,100.6850156,0.609958506,0.166358595,44
31773,30.958604,-84.067708,30903.8541,0.299839228,0.849021185,58.96402861,0.500402253,0.232530828,41
31774,31.576979,-83.274796,34701.989,0.227503461,0.620792374,122.4680783,0.124218052,0.209337068,37.2
31775,31.318366,-83.601334,22240.98712,0.324130315,0.552198724,114.4764233,0.046659953,0.189065256,30.6
31778,30.950715,-83.723244,46128.29615,0.269522777,0.782591725,76.19383477,0.421545667,0.238239102,42.6
31779,31.10272,-84.214412,28303.8126,0.289596048,0.487256976,72.30950734,0.269970787,0.198736216,37.3
31780,32.011459,-84.36811,34800.1182,0.33172746,0.550109409,58.08132662,0.141356674,0.233155599,44.2
31781,31.541492,-83.789079,43381.15502,0.263157895,0.76826484,116.7718952,0.583333333,0.209786569,39
31783,31.766339,-83.456417,40484.72554,0.142241379,0.888888889,143.2822282,0.319783198,0.159229209,41
