,Annual Aggregate Family Income,zip code tabulation area
7111,12824600,23177
7112,7465700,23180
7113,122387800,23181
7114,1289494400,23185
7115,,23187
7116,1183982200,23188
7117,219985500,23192
7118,48403000,23219
7119,363319500,23220
7120,354661400,23221
7121,287934500,23222
7122,587974000,23223
7123,322813900,23224
7124,590537700,23225
7125,667671300,23226
7126,471036300,23227
7127,472366000,23228
7128,1183294700,23229
7129,96616800,23230
7130,694708700,23231
7131,1014982800,23233
7132,586896600,23234
7133,799537500,23235
7134,683965100,23236
7135,391481900,23237
7136,848878400,23238
7137,,23250
7138,284289900,23294
7139,32667800,23301
7140,,23302
7141,28950200,23303
7142,,23304
7143,25109600,23306
7144,11235200,23307
7145,27980800,23308
7146,66178000,23310
7147,1617900,23313
7148,202442000,23314
7149,30949400,23315
7150,2426000,23316
7151,1301079900,23320
7152,928178400,23321
7153,1869032500,23322
7154,761630200,23323
7155,313577500,23324
7156,353604500,23325
7157,67621100,23336
7158,4722100,23337
7159,10024100,23347
7160,54901600,23350
7161,8069600,23354
7162,30950600,23356
7163,7497500,23357
7164,,23358
7165,14196900,23359
7166,,23389
7167,4159300,23395
7168,,23398
7169,1660800,23401
7170,17459200,23405
7171,9827200,23407
7172,,23408
7173,,23409
7174,40133400,23410
7175,24266100,23413
7176,,23414
7177,22672100,23415
7178,4836100,23416
7179,76274000,23417
7180,20329200,23418
7181,50072300,23420
7182,74843000,23421
7183,,23422
7184,6552300,23423
7185,3435100,23426
7186,2968500,23427
7187,503838100,23430
7188,44020000,23432
7189,25270200,23433
7190,931032200,23434
7191,787497300,23435
7192,47365400,23436
7193,101855500,23437
7194,39479300,23438
7195,8917400,23440
7196,,23441
7197,16321600,23442
7198,1102036900,23451
7199,1372813700,23452
7200,758901600,23453
7201,1608127800,23454
7202,1198565100,23455
7203,1488688300,23456
7204,143505900,23457
7205,16911600,23459
7206,,23460
7207,,23461
7208,1059727200,23462
7209,1711529800,23464
7210,4136900,23480
7211,3180000,23486
7212,115698100,23487
7213,,23488
7214,314191600,23502
7215,473663800,23503
7216,187057900,23504
7217,567171700,23505
7218,161029600,23507
7219,327036600,23508
7220,249995500,23509
7221,125541600,23510
7222,12875700,23511
7223,371645000,23513
7224,74317800,23517
7225,590031400,23518
7226,74538500,23523
7227,,23551
7228,458060800,23601
7229,900570200,23602
7230,72383700,23603
7231,43082400,23604
7232,184621400,23605
7233,586022000,23606
7234,234832500,23607
7235,766326800,23608
7236,13550500,23651
7237,220796500,23661
7238,389948900,23662
7239,196314100,23663
7240,225914300,23664
7241,73650300,23665
7242,957482200,23666
7243,716381900,23669
7244,69073900,23690
7245,3123100,23691
7246,600869900,23692
7247,885793900,23693
7248,128164000,23696
7249,413537800,23701
7250,149288400,23702
7251,512105200,23703
7252,199226900,23704
7253,259865700,23707
7254,,23708
7255,,23709
7256,63820200,23801
7257,546467900,23803
7258,351154200,23805
7259,,23806
7260,22447300,23821
7261,109351200,23824
7262,16673600,23827
7263,12061500,23828
7264,25168300,23829
7265,24387500,23830
7266,783156300,23831
7267,849380900,23832
7268,41919200,23833
7269,536949000,23834
7270,358411900,23836
7271,94862600,23837
7272,579750200,23838
7273,14069900,23839
7274,25034100,23840
7275,70503100,23841
7276,157864500,23842
7277,6642900,23843
7278,8375000,23844
7279,3175500,23845
7280,10794800,23846
7281,191385300,23847
7282,11012900,23850
7283,220030200,23851
7284,13616700,23856
7285,15494100,23857
7286,409774500,23860
7287,52577800,23866
7288,45179800,23867
7289,66269900,23868
7290,41445500,23872
7291,15505000,23874
7292,240782300,23875
7293,13187900,23876
7294,23710800,23878
7295,12347400,23879
7296,36072900,23881
7297,39989300,23882
7298,53343100,23883
7299,,23884
7300,68785700,23885
7301,5132500,23887
7302,32725900,23888
7303,6271900,23889
7304,52842400,23890
7305,,23891
7306,1442400,23893
7307,12004800,23894
7308,12686100,23897
7309,51035200,23898
7310,5894900,23899
7311,203237200,23901
7312,,23909
7313,8371600,23915
7314,41571600,23917
7315,44929500,23919
7316,48750900,23920
7317,25545600,23921
7318,23477000,23922
7319,28017600,23923
7320,90145000,23924
7321,80413300,23927
7322,96363100,23930
7323,14335400,23934
7324,98936700,23936
7325,26496300,23937
7326,4304600,23938
7327,24018900,23942
7328,,23943
7329,63663600,23944
7330,57395200,23947
7331,35528700,23950
7332,2685500,23952
7333,32206500,23954
7334,54044200,23958
7335,16313600,23959
7336,31213900,23960
7337,4883700,23962
7338,8611600,23963
7339,28141000,23964
7340,33526900,23966
7341,20279400,23967
7342,8171100,23968
7343,136626200,23970
7344,55097400,23974
7345,,23976
7346,13568700,24011
7347,452785900,24012
7348,64052900,24013
7349,406347600,24014
7350,322015500,24015
7351,73707300,24016
7352,278046700,24017
7353,1102043700,24018
7354,577184300,24019
7355,,24020
7356,31023100,24053
7357,93619600,24054
7358,189259900,24055
7359,8647300,24058
7360,27364900,24059
7361,779643600,24060
7362,113374500,24064
7363,120443800,24065
7364,85405200,24066
7365,44035400,24067
7366,32836100,24069
7367,30707600,24070
7368,23727100,24072
7369,580466500,24073
7370,9831400,24076
7371,25786900,24077
7372,129509100,24078
7373,28474300,24079
7374,5970300,24082
7375,68059400,24083
7376,214932700,24084
7377,37567800,24085
7378,1434400,24086
7379,79444800,24087
7380,57214000,24088
7381,39913600,24089
7382,195798700,24090
7383,105982500,24091
7384,52282000,24092
7385,2888300,24093
7386,90239300,24095
7387,166026800,24101
7388,29721100,24102
7389,87106900,24104
7390,7692900,24105
7391,489175700,24112
7392,24316700,24120
7393,269380200,24121
7394,41538500,24122
7395,65203400,24124
7396,72991900,24127
7397,42747000,24128
7398,,24130
7399,,24131
7400,5223700,24132
7401,35262400,24133
7402,117980500,24134
7403,70955900,24136
7404,69981900,24137
7405,33785800,24138
7406,12301600,24139
7407,323167100,24141
7408,,24142
7409,19372000,24147
7410,123806400,24148
7411,77913900,24149
7412,8421700,24150
7413,342299600,24151
7414,807306100,24153
7415,3211900,24161
7416,38778900,24162
7417,15087100,24165
7418,7665700,24167
7419,7164500,24168
7420,122921000,24171
7421,42522300,24174
7422,278174500,24175
7423,37567900,24176
7424,371931700,24179
7425,97269100,24184
7426,22499600,24185
7427,223940200,24201
7428,303776400,24202
7429,295540200,24210
7430,291350700,24211
7431,33255400,24216
7432,7035000,24217
7433,151656200,24219
7434,11745600,24220
7435,13064000,24221
7436,96682000,24224
7437,25126600,24225
7438,22236300,24226
7439,100870400,24228
7440,114013900,24230
7441,55746700,24236
7442,11832900,24237
7443,2142000,24239
7444,33638900,24243
7445,74695200,24244
7446,15402500,24245
7447,1949500,24246
7448,32283000,24248
7449,28343600,24250
7450,163956200,24251
7451,48468900,24256
7452,29629500,24258
7453,78911200,24260
7454,88328300,24263
7455,16732900,24265
7456,151949300,24266
7457,6131400,24269
7458,9156900,24270
7459,45712400,24271
7460,6942700,24272
7461,109664700,24273
7462,65245900,24277
7463,78822900,24279
7464,14370700,24280
7465,31094100,24281
7466,7300400,24282
7467,36920700,24283
7468,36270100,24290
7469,8561700,24292
7470,196105000,24293
7471,233198600,24301
7472,33617600,24311
7473,25910600,24312
7474,15488300,24313
7475,33599600,24314
7476,46971800,24315
7477,,24316
7478,56871200,24317
7479,17830800,24318
7480,100126000,24319
7481,2143700,24322
7482,8316800,24323
7483,41845400,24324
7484,13504500,24325
7485,12402600,24326
7486,38943700,24328
7487,48488200,24330
7488,286792900,24333
7489,89298600,24340
7490,146872800,24343
7491,36829900,24347
7492,72854400,24348
7493,11474900,24350
7494,10734300,24351
7495,11178900,24352
7496,244379500,24354
7497,137507700,24360
7498,72016100,24361
7499,14381700,24363
7500,10913100,24366
7501,91340400,24368
7502,88593300,24370
7503,12879400,24374
7504,19857800,24375
7505,4998200,24377
7506,20793400,24378
7507,40151700,24380
7508,57161500,24381
7509,222357800,24382
7510,680593200,24401
7511,,24411
7512,3168900,24412
7513,3631400,24413
7514,,24415
7515,119817400,24416
7516,87307800,24421
7517,115849400,24422
7518,250550600,24426
7519,20501300,24430
7520,40691100,24431
7521,7146600,24432
7522,1428500,24433
7523,63616300,24435
7524,39173200,24437
7525,14424400,24439
7526,46248300,24440
7527,119266300,24441
7528,2301400,24442
7529,50924300,24445
7530,6285100,24448
7531,294702100,24450
7532,3691000,24457
7533,12807500,24458
7534,26753300,24459
7535,35690700,24460
7536,4176000,24464
7537,29683500,24465
7538,65597400,24467
7539,18135400,24471
7540,34031400,24472
7541,15000400,24473
7542,3877900,24474
7543,6063000,24476
7544,197129600,24477
7545,26986800,24479
7546,75332700,24482
7547,13203400,24483
7548,17880900,24484
7549,5345600,24485
7550,64888600,24486
7551,3571100,24487
7552,280039300,24501
7553,608276500,24502
7554,640448700,24503
7555,115952500,24504
7556,100909100,24517
7557,52128400,24520
7558,178704700,24521
7559,191939900,24522
7560,339501800,24523
7561,26982600,24526
7562,53862900,24527
7563,52191800,24528
7564,22493900,24529
7565,18922600,24530
7566,142889300,24531
7567,21299500,24534
7568,1996900,24536
7569,105413400,24538
7570,,24539
7571,484208200,24540
7572,458805100,24541
7573,80066000,24549
7574,135097200,24550
7575,616515100,24551
7576,42081500,24553
7577,61667700,24554
7578,40134000,24555
7579,87179000,24556
7580,127475400,24557
7581,121596500,24558
7582,8599000,24562
7583,88155600,24563
7584,13044300,24565
7585,21699400,24566
7586,17823800,24569
7587,,24570
7588,33185000,24571
7589,276960200,24572
7590,72314500,24574
7591,74861400,24577
7592,16523800,24578
7593,20537000,24579
7594,7550200,24580
7595,,24581
7596,114112500,24586
7597,169677900,24588
7598,27619300,24589
7599,169136300,24590
7600,193564300,24592
7601,39612300,24593
7602,19744800,24594
7603,,24595
7604,18532400,24597
7605,38395900,24598
7606,5143000,24599
7607,,24601
7608,13495000,24602
7609,25489800,24603
7610,6090600,24604
7611,188252700,24605
7612,6773200,24606
7613,3745900,24607
7614,107422300,24609
7615,4486300,24612
7616,4200000,24613
7617,111193800,24614
7618,28373200,24620
7619,12674900,24622
7620,4307100,24628
7621,110906800,24630
7622,26373900,24631
7623,8877100,24634
7624,6234300,24635
7625,83137600,24637
7626,43671000,24639
7627,91129700,24641
7628,10888400,24646
7629,35073500,24649
7630,135465000,24651
7631,50645300,24656
7632,5380400,24657
7633,303102200,24701
7634,18158000,24712
7635,,24714
7636,7969800,24715
7637,3647700,24716
7638,6276200,24719
7639,2320600,24724
7640,3578900,24726
7641,723900,24729
7642,2078700,24731
7643,6692100,24733
7644,10130700,24736
7645,,24737
7646,4177200,24738
7647,520018200,24740
7648,33996100,24747
7649,40717500,24801
7650,7455100,24808
7651,6154700,24811
7652,2604700,24813
7653,7267700,24815
7654,2068600,24816
7655,7801500,24817
7656,15819400,24818
7657,9199600,24822
7658,9506900,24823
7659,3061200,24826
7660,24728300,24827
7661,10009700,24828
7662,1471500,24830
7663,1378900,24831
7664,8655000,24834
7665,5780000,24836
7666,10738700,24839
7667,1645300,24843
7668,21579800,24844
7669,6683300,24845
7670,2179300,24846
7671,2463300,24847
7672,2295400,24848
7673,6159500,24849
7674,6184700,24850
7675,4488800,24851
7676,7325900,24853
7677,6270000,24854
7678,12543300,24857
7679,6138800,24860
7680,2354300,24861
7681,5933200,24862
7682,1132000,24866
7683,6895100,24867
7684,14342000,24868
7685,4974900,24869
7686,50221700,24870
7687,1528500,24871
7688,10494100,24872
7689,9775700,24873
7690,40256100,24874
7691,4814600,24878
7692,5866400,24879
7693,6437100,24880
7694,7481800,24881
7695,9391600,24882
7696,5145500,24884
7697,,24887
7698,3519100,24888
7699,14632600,24892
7700,1449000,24894
7701,,24898
7702,175939500,24901
7703,64082500,24910
7704,5626000,24915
7705,11104700,24916
7706,25728200,24918
7707,5757100,24920
7708,4250400,24924
7709,10085700,24925
7710,2133600,24927
7711,35487800,24931
7712,14248700,24934
7713,13668100,24935
7714,28755800,24938
7715,17387100,24941
7716,11673200,24944
7717,7197000,24945
7718,17571300,24946
7719,20416900,24951
7720,60317500,24954
7721,4540600,24957
7722,,24962
7723,57197000,24963
7724,12739600,24966
7725,68663900,24970
7726,2395100,24974
7727,20211200,24976
7728,9609900,24977
7729,14603400,24981
7730,51405600,24983
7731,4357900,24984
7732,91757600,24986
7733,15612900,24991
7734,2378200,25002
7735,46949000,25003
7736,3855800,25005
7737,8530200,25007
7738,5196100,25008
7739,23384900,25009
7740,18783500,25011
7741,80198400,25015
7742,6565700,25019
7743,5058700,25021
7744,3247400,25022
7745,13210500,25024
7746,3006300,25025
7747,9046800,25028
7748,10379300,25030
7749,18098600,25031
7750,32619500,25033
7751,12526200,25035
7752,9200100,25036
7753,16245700,25039
7754,9728700,25040
7755,19164000,25043
7756,4037800,25044
7757,78074100,25045
7758,3052700,25047
7759,,25048
7760,10123200,25049
7761,,25051
7762,65543500,25053
7763,,25054
7764,1970600,25057
7765,11452400,25059
7766,7900700,25060
7767,6508500,25061
7768,2862500,25062
7769,19988600,25063
7770,152911200,25064
7771,19319700,25067
7772,38999100,25070
7773,247475900,25071
7774,11500900,25075
7775,2911100,25076
7776,44687200,25081
7777,35474800,25082
7778,9095400,25083
7779,14735900,25085
7780,13977800,25086
7781,2380500,25088
7782,2200700,25090
7783,,25093
7784,5135300,25102
7785,3086300,25103
7786,9247000,25106
7787,3467300,25107
7788,7035600,25108
7789,5337200,25109
7790,7468800,25110
7791,9995000,25111
7792,,25112
7793,12182500,25113
7794,11453900,25114
7795,1594900,25115
7796,15785800,25118
7797,6150000,25119
7798,20613600,25121
7799,60366100,25123
7800,26915100,25124
7801,9449100,25125
7802,,25126
7803,72070600,25130
7804,5029800,25132
7805,15145900,25133
7806,6131400,25134
7807,23759600,25136
7808,7098400,25139
7809,11948800,25140
7810,2706800,25141
7811,6848600,25142
7812,157325100,25143
7813,1117300,25148
7814,3283700,25149
7815,3785800,25152
7816,12393200,25154
7817,1258300,25156
7818,94625900,25159
7819,3315400,25160
7820,3540600,25161
7821,9870700,25162
7822,13024800,25164
7823,7372800,25165
7824,38526500,25168
7825,8032900,25169
7826,4121600,25173
7827,6802500,25174
7828,429312400,25177
7829,,25180
7830,38251500,25181
7831,,25183
7832,,25185
7833,11344500,25186
7834,17696200,25187
7835,13989200,25193
7836,,25201
7837,20572700,25202
7838,,25203
7839,3961800,25204
7840,5331000,25205
7841,4865400,25206
7842,13939600,25208
7843,13325300,25209
7844,2088100,25211
7845,130081400,25213
7846,12580900,25214
7847,32037500,25234
7848,7200400,25235
7849,24797200,25239
7850,37189400,25241
7851,10726500,25243
7852,11849800,25244
7853,17438800,25245
7854,7641800,25247
7855,65126200,25248
7856,6588100,25251
7857,14419900,25252
7858,28495500,25253
7859,8676200,25259
7860,33544300,25260
7861,3903400,25261
7862,25461600,25262
7863,4145500,25264
7864,23540000,25265
7865,13417400,25266
7866,9718900,25267
7867,9275300,25268
7868,17129800,25270
7869,159900400,25271
7870,35575700,25275
7871,92470700,25276
7872,8234000,25285
7873,20574600,25286
7874,13375000,25287
7875,14076300,25301
7876,254197600,25302
7877,147243400,25303
7878,343650600,25304
7879,,25305
7880,97805200,25306
7881,262099100,25309
7882,172073900,25311
7883,248524200,25312
7884,323193200,25313
7885,638370600,25314
7886,44908400,25315
7887,132409100,25320
7888,214723300,25401
7889,366830700,25403
7890,385895000,25404
7891,208020800,25405
7892,188198700,25411
7893,166358300,25413
7894,443790100,25414
7895,242576500,25419
7896,77070700,25420
7897,15646700,25422
7898,303438800,25425
7899,278369800,25427
7900,210632800,25428
7901,161303100,25430
7902,2248300,25431
7903,1722000,25432
7904,28282100,25434
7905,2307700,25437
7906,110889900,25438
7907,47999600,25442
7908,170309300,25443
7909,2819300,25444
7910,36131400,25446
7911,26391700,25501
7912,18459000,25502
7913,5586900,25503
7914,247455400,25504
7915,11270700,25505
7916,40652200,25506
7917,13922400,25507
7918,157673900,25508
7919,112149300,25510
7920,13358600,25511
7921,12808400,25512
7922,39458900,25514
7923,37466600,25515
7924,31627100,25517
7925,21469100,25520
7926,10435100,25521
7927,61140700,25523
7928,50859800,25524
7929,553938700,25526
7930,21025200,25529
7931,75230000,25530
7932,2197400,25534
7933,55165900,25535
7934,26996300,25537
7935,2194400,25540
7936,185479100,25541
7937,122496200,25545
7938,17820800,25547
7939,124955400,25550
7940,37067600,25555
7941,24791200,25557
7942,41798800,25559
7943,224058200,25560
7944,20207800,25564
7945,6514700,25565
7946,11691000,25567
7947,79927300,25570
7948,31570200,25571
7949,25351500,25573
7950,86367800,25601
7951,9251900,25606
7952,15003900,25607
7953,19421400,25608
7954,13469400,25611
7955,15589200,25617
7956,40688400,25621
7957,4527100,25624
7958,27067800,25625
7959,6752700,25628
7960,12232500,25630
7961,12008400,25632
7962,16859700,25634
7963,27594000,25635
7964,11238100,25637
7965,21843500,25638
7966,10425700,25639
7967,3195800,25644
7968,20785400,25646
7969,11753500,25647
7970,11780800,25649
7971,11598700,25650
7972,6832300,25651
7973,20098500,25652
7974,13250800,25653
7975,1038400,25654
7976,128703400,25661
7977,10979100,25666
7978,13133900,25669
7979,115583100,25670
7980,16230800,25671
7981,3212900,25672
7982,30592700,25674
7983,13500100,25676
7984,22645500,25678
7985,8264300,25688
7986,5111200,25690
7987,6954100,25692
7988,,25696
7989,,25699
7990,413243300,25701
7991,105590900,25702
7992,26883600,25703
7993,253168800,25704
7994,425912700,25705
7995,586139300,25801
7996,,25810
7997,5825100,25811
7998,30784700,25812
7999,92397900,25813
8000,10209100,25817
8001,6626800,25818
8002,4183300,25820
8003,35182300,25823
8004,53429300,25825
8005,3907700,25826
8006,49510500,25827
8007,12505000,25831
8008,115565900,25832
8009,2013100,25836
8010,1851200,25837
8011,15423900,25839
8012,116926200,25840
8013,14857100,25841
8014,27200000,25843
8015,23315800,25844
8016,9613300,25845
8017,3468300,25846
8018,5962000,25848
8019,5517300,25849
8020,,25853
8021,28964800,25854
8022,,25855
8023,4669300,25857
8024,,25862
8025,,25864
8026,27117700,25865
8027,4190000,25868
8028,,25870
8029,9186700,25871
8030,10758600,25873
8031,8569800,25875
8032,4251100,25876
8033,12214000,25878
8034,4310700,25879
8035,98375800,25880
8036,44010400,25882
8037,159733200,25901
8038,5740400,25902
8039,7926700,25904
8040,13202200,25906
8041,1368800,25907
8042,,25908
8043,,25911
8044,8358700,25913
8045,2727300,25915
8046,1438000,25916
8047,22181100,25917
8048,69552600,25918
8049,3686300,25920
8050,25539300,25921
8051,5281700,25922
8052,4494400,25928
8053,,25932
8054,565600,25936
8055,11720000,25938
8056,,25942
8057,77277400,25951
8058,11706400,25958
8059,52442200,25962
8060,17324900,25969
8061,18915400,25971
8062,5152100,25972
8063,31053800,25976
8064,1869800,25977
8065,11248600,25978
8066,9977000,25979
8067,23001600,25981
8068,28481600,25984
8069,5573400,25985
8070,4260600,25989
8071,862317600,26003
8072,7751500,26030
8073,19399500,26031
8074,14683900,26032
8075,45665900,26033
8076,79927500,26034
8077,43519600,26035
8078,7487400,26036
8079,116616000,26037
8080,71533500,26038
8081,17193100,26039
8082,26637000,26040
8083,313399400,26041
8084,121728600,26047
8085,14801900,26050
8086,36465500,26055
8087,2398700,26056
8088,67308700,26059
8089,32184500,26060
8090,401022300,26062
8091,145591900,26070
8092,3323500,26074
8093,11500100,26075
8094,415994700,26101
8095,312418200,26104
8096,270605500,26105
8097,24106700,26133
8098,13314200,26134
8099,5060200,26136
8100,7765900,26137
8101,,26138
8102,1482600,26141
8103,33365800,26142
8104,66110200,26143
8105,19559600,26146
8106,31882500,26147
8107,3007900,26148
8108,38425400,26149
8109,118084200,26150
8110,3943800,26151
8111,,26152
8112,147217800,26155
8113,39469800,26159
8114,13362800,26160
8115,6671600,26161
8116,138489000,26164
8117,18725800,26167
8118,15127000,26169
8119,102045900,26170
8120,56293800,26175
8121,5878300,26178
8122,28044100,26180
8123,168886400,26181
8124,53391400,26184
8125,150864900,26187
8126,308598800,26201
8127,12706300,26202
8128,1706000,26203
8129,42036200,26205
8130,46802400,26206
8131,13649200,26208
8132,,26209
8133,3032600,26215
8134,5787200,26217
8135,33413400,26218
8136,4533700,26222
8137,2688800,26224
8138,,26228
8139,1513100,26230
8140,16249200,26234
8141,,26236
8142,6290600,26237
8143,8287600,26238
8144,227458800,26241
8145,66822600,26250
8146,42897400,26253
8147,19044300,26254
8148,12118800,26257
8149,,26259
8150,26033300,26260
8151,32516700,26261
8152,1427800,26263
8153,9601500,26264
8154,,26266
8155,7826200,26267
8156,,26268
8157,15699200,26269
8158,10189300,26270
8159,7465800,26271
8160,13039000,26273
8161,8995100,26275
8162,6761100,26276
8163,14345200,26278
8164,23543800,26280
8165,,26282
8166,36405100,26283
8167,3996900,26285
8168,51400300,26287
8169,48639500,26288
8170,,26291
8171,9469700,26292
8172,11231400,26293
8173,14510500,26294
8174,3003700,26296
8175,1598900,26298
8176,436525800,26301
8177,9338100,26320
8178,10096000,26321
8179,7355100,26323
8180,2962500,26325
8181,,26327
8182,380979400,26330
8183,18334700,26335
8184,18513400,26337
8185,7880000,26338
8186,2033800,26339
8187,7855500,26342
8188,4056600,26343
8189,11384200,26346
8190,40696100,26347
8191,1692400,26348
8192,2908400,26349
8193,38270700,26351
8194,170096400,26354
8195,646300,26361
8196,41984800,26362
8197,2712200,26366
8198,9718600,26369
8199,12676300,26372
8200,26498800,26374
8201,9510600,26376
8202,8265700,26377
8203,93384500,26378
8204,12532100,26384
8205,62081400,26385
8206,56897600,26386
8207,4277500,26404
8208,13021300,26405
8209,72792900,26408
8210,14115200,26410
8211,10221900,26411
8212,5832900,26412
8213,48946700,26415
8214,98030500,26416
8215,14375100,26419
8216,1933400,26421
8217,8155400,26422
8218,7244600,26424
8219,18276400,26425
8220,88770000,26426
8221,5571800,26430
8222,89925300,26431
8223,,26435
8224,,26436
8225,6523300,26437
8226,1445700,26438
8227,15993800,26440
8228,4110500,26443
8229,61277000,26444
8230,15388900,26447
8231,15289600,26448
8232,19607900,26451
8233,130875900,26452
8234,49514300,26456
8235,318553500,26501
8236,451774100,26505
8237,775733800,26508
8238,35762100,26519
8239,16306900,26520
8240,3672700,26521
8241,107650000,26525
8242,10921700,26534
8243,102016200,26537
8244,57505100,26541
8245,50734900,26542
8246,901400,26543
8247,33945300,26547
8248,729143500,26554
8249,21193900,26559
8250,,26560
8251,31243000,26562
8252,4273600,26563
8253,13510600,26568
8254,65019200,26570
8255,33403200,26571
8256,3784400,26572
8257,8749600,26574
8258,18104700,26575
8259,5176800,26576
8260,11352400,26581
8261,74449200,26582
8262,5453800,26585
8263,,26586
8264,8515200,26587
8265,55781900,26588
8266,11201600,26590
8267,26733100,26591
8268,75207200,26601
8269,13666100,26610
8270,1174600,26611
8271,2497400,26615
8272,2710200,26617
8273,9030900,26619
8274,7693800,26621
8275,16666600,26623
8276,52016600,26624
8277,1749400,26627
8278,5319900,26629
8279,4216000,26631
8280,9370000,26636
8281,1485300,26638
8282,251129500,26651
8283,5779800,26656
8284,7102900,26660
8285,46270000,26662
8286,8034300,26676
8287,19085300,26678
8288,39350100,26679
8289,3121500,26680
8290,34416200,26681
8291,,26684
8292,7107800,26690
8293,3990800,26691
8294,69170600,26704
8295,14813500,26705
8296,5438000,26707
8297,26892900,26710
8298,28451800,26711
8299,1297700,26714
8300,13365900,26716
8301,18249300,26717
8302,42769600,26719
8303,,26720
8304,9430500,26722
8305,159762800,26726
8306,2941900,26731
8307,12129700,26739
8308,23180100,26743
8309,7670500,26750
8310,96397200,26753
8311,7705000,26755
8312,66538800,26757
8313,2904900,26761
8314,22262000,26763
8315,66607800,26764
8316,3114500,26767
8317,16028600,26801
8318,18532100,26802
8319,6843700,26804
8320,42045200,26807
8321,7335700,26808
8322,5615900,26810
8323,20226500,26812
8324,6427100,26814
8325,11947700,26815
8326,7140700,26817
8327,9111000,26818
8328,,26823
8329,35690500,26833
8330,73282200,26836
8331,9269700,26845
8332,91898800,26847
8333,26929800,26851
8334,11408000,26852
8335,9452600,26855
8336,,26865
8337,18319700,26866
8338,14315200,26884
8339,452746500,27006
8340,40520000,27007
8341,64953300,27009
8342,96880500,27011
8343,804301100,27012
8344,113079300,27013
8345,8291300,27014
8346,34770400,27016
8347,135420700,27017
8348,136559600,27018
8349,73089800,27019
8350,130636100,27020
8351,306219200,27021
8352,28984500,27022
8353,377577800,27023
8354,35993600,27024
8355,216215500,27025
8356,66898200,27027
8357,434975500,27028
8358,570122100,27030
8359,294207200,27040
8360,137950600,27041
8361,11078800,27042
8362,129836600,27043
8363,174127300,27045
8364,39130900,27046
8365,12647700,27047
8366,147967600,27048
8367,86730800,27050
8368,141123000,27051
8369,186225700,27052
8370,52778600,27053
8371,27303200,27054
8372,241042500,27055
8373,165774600,27101
8374,559924700,27103
8375,934368400,27104
8376,436387400,27105
8377,1186635100,27106
8378,701706200,27107
8379,,27109
8380,,27110
8381,585723600,27127
8382,1799900,27201
8383,221587000,27203
8384,601479300,27205
8385,78743100,27207
8386,30704300,27208
8387,37657600,27209
8388,17969100,27212
8389,206908200,27214
8390,806608400,27215
8391,464223500,27217
8392,43718500,27229
8393,33521900,27231
8394,66443100,27233
8395,126778600,27235
8396,160676800,27239
8397,20989200,27242
8398,110085300,27243
8399,247579500,27244
8400,71712800,27248
8401,265772800,27249
8402,39733200,27252
8403,475792800,27253
8404,107630000,27258
8405,183134600,27260
8406,396768700,27262
8407,326852500,27263
8408,1001668000,27265
8409,593416700,27278
8410,38729700,27281
8411,414507900,27282
8412,72873400,27283
8413,1209162700,27284
8414,317128500,27288
8415,25375800,27291
8416,614793200,27292
8417,719598000,27295
8418,171195500,27298
8419,72903200,27299
8420,190636300,27301
8421,623745700,27302
8422,29357800,27305
8423,104917800,27306
8424,227910500,27310
8425,55027000,27311
8426,470605600,27312
8427,154395400,27313
8428,28914600,27314
8429,37726200,27315
8430,107110500,27316
8431,298053100,27317
8432,668901100,27320
8433,90298800,27325
8434,51535500,27326
8435,669387700,27330
8436,548262000,27332
8437,,27340
8438,86341400,27341
8439,26521700,27343
8440,270742900,27344
8441,122836300,27349
8442,120338400,27350
8443,32772900,27355
8444,31332000,27356
8445,149146800,27357
8446,547302800,27358
8447,697697800,27360
8448,272545200,27370
8449,114680100,27371
8450,254362300,27376
8451,195196800,27377
8452,58437800,27379
8453,153413800,27401
8454,338773700,27403
8455,487748200,27405
8456,807410000,27406
8457,859978600,27407
8458,708254500,27408
8459,226859700,27409
8460,1429686100,27410
8461,862962500,27455
8462,289029200,27501
8463,976639300,27502
8464,169478300,27503
8465,242931800,27504
8466,89632400,27505
8467,18069000,27507
8468,21088800,27508
8469,49620000,27509
8470,213488700,27510
8471,826883400,27511
8472,1280005800,27513
8473,851047800,27514
8474,1126717800,27516
8475,1016486600,27517
8476,885211000,27518
8477,1643577700,27519
8478,757593100,27520
8479,95576500,27521
8480,221511100,27522
8481,307360300,27523
8482,180588300,27524
8483,222420900,27525
8484,960617800,27526
8485,489820800,27527
8486,890733900,27529
8487,657335300,27530
8488,,27531
8489,571039100,27534
8490,177613200,27536
8491,360950200,27537
8492,569352200,27539
8493,887055700,27540
8494,93174000,27541
8495,141485800,27542
8496,60405500,27544
8497,514380400,27545
8498,245517600,27546
8499,387972600,27549
8500,54434100,27551
8501,30674800,27553
8502,4225500,27555
8503,9978000,27556
8504,122554700,27557
8505,57200800,27559
8506,665227100,27560
8507,45621700,27562
8508,54838800,27563
8509,439757100,27565
8510,5793900,27568
8511,116974100,27569
8512,107412700,27571
8513,187988500,27572
8514,104173800,27573
8515,253933000,27574
8516,205045000,27576
8517,367484900,27577
8518,59696600,27581
8519,1811900,27582
8520,136228300,27583
8521,1558090500,27587
8522,98256600,27589
8523,389504300,27591
8524,293158700,27592
8525,355474200,27596
8526,431497600,27597
8527,66403500,27601
8528,857578300,27603
8529,679083300,27604
8530,75077600,27605
8531,705190300,27606
8532,514609700,27607
