,total,disabled,zipcode
1355,2772,730,4861
1356,3662,504,4862
1357,1199,200,4863
1358,4114,540,4864
1359,25902,4797,4901
1360,1973,287,4910
1361,2092,445,4911
1362,1101,200,4912
1363,8657,1634,4915
1364,2878,304,4917
1365,286,52,4918
1366,1719,361,4920
1367,1439,284,4921
1368,1203,263,4922
1369,517,131,4923
1370,2138,436,4924
1371,82,8,4925
1372,78,24,4926
1373,3453,571,4927
1374,2055,468,4928
1375,829,168,4929
1376,4280,899,4930
1377,1204,185,4932
1378,65,0,4933
1379,223,69,4936
1380,6422,867,4937
1381,9483,1938,4938
1382,1183,227,4939
1383,28,28,4940
1384,1498,220,4941
1385,1176,309,4942
1386,1769,293,4943
1387,56,0,4944
1388,1087,204,4945
1389,1779,177,4947
1390,763,171,4949
1391,4623,909,4950
1392,931,161,4951
1393,1881,286,4952
1394,3187,779,4953
1395,1376,196,4955
1396,631,140,4956
1397,4190,634,4957
1398,1816,362,4958
1399,951,203,4961
1400,155,37,4962
1401,7273,1011,4963
1402,157,19,4964
1403,2123,415,4965
1404,1861,322,4966
1405,4170,595,4967
1406,1131,163,4969
1407,1602,160,4970
1408,2040,305,4971
1409,1643,270,4973
1410,2630,562,4974
1411,121,76,4975
1412,9719,2075,4976
1413,868,132,4978
1414,1128,256,4979
1415,2105,306,4981
1416,493,79,4982
1417,1643,221,4983
1418,613,68,4984
1419,66,5,4985
1420,1645,323,4986
1421,897,153,4987
1422,2373,350,4988
1423,4160,619,4989
1424,324,0,4992
1425,9318,1560,5001
1426,109,13,5031
1427,2935,477,5032
1428,2702,478,5033
1429,213,48,5034
1430,496,80,5035
1431,956,91,5036
1432,628,104,5037
1433,1329,212,5038
1434,965,155,5039
1435,565,121,5040
1436,531,175,5041
1437,511,76,5042
1438,859,52,5043
1439,1902,154,5045
1440,1182,302,5046
1441,2453,350,5048
1442,128,46,5050
1443,1656,302,5051
1444,216,0,5052
1445,331,42,5053
1446,3396,156,5055
1447,440,42,5056
1448,289,27,5058
1449,609,37,5059
1450,4459,749,5060
1451,1376,123,5061
1452,628,79,5062
1453,1217,132,5065
1454,261,48,5067
1455,3135,553,5068
1456,546,126,5069
1457,445,39,5070
1458,262,22,5071
1459,571,69,5072
1460,1139,96,5075
1461,435,33,5076
1462,1115,149,5077
1463,705,63,5079
1464,548,81,5081
1465,121,26,5083
1466,44,7,5084
1467,748,80,5086
1468,4735,925,5089
1469,3394,495,5091
1470,4522,1036,5101
1471,85,47,5141
1472,840,102,5142
1473,4187,677,5143
1474,651,131,5146
1475,1080,113,5148
1476,1983,280,5149
1477,884,302,5150
1478,1126,191,5151
1479,457,83,5152
1480,803,187,5153
1481,764,131,5154
1482,557,65,5155
1483,9033,1677,5156
1484,1186,140,5158
1485,562,78,5161
1486,13849,2814,5201
1487,3557,526,5250
1488,1392,108,5251
1489,286,41,5252
1490,668,63,5253
1491,305,23,5254
1492,4051,456,5255
1493,2671,398,5257
1494,458,34,5260
1495,2835,435,5261
1496,2676,277,5262
1497,16649,2590,5301
1498,686,67,5340
1499,478,43,5341
1500,479,26,5342
1501,837,82,5343
1502,2236,314,5345
1503,4892,806,5346
1504,726,133,5350
1505,882,150,5352
1506,923,118,5353
1507,1986,272,5354
1508,617,125,5355
1509,862,151,5356
1510,206,12,5358
1511,538,90,5359
1512,240,15,5360
1513,957,135,5361
1514,130,19,5362
1515,2701,326,5363
1516,27710,3328,5401
1517,17741,1825,5403
1518,7045,1150,5404
1519,4259,92,5405
1520,9990,1297,5408
1521,1697,42,5439
1522,1763,265,5440
1523,1129,99,5441
1524,315,30,5442
1525,6435,808,5443
1526,1637,111,5444
1527,3776,186,5445
1528,15618,1295,5446
1529,115,11,5447
1530,1129,155,5448
1531,4854,789,5450
1532,19979,1806,5452
1533,4740,501,5454
1534,1133,100,5455
1535,1349,79,5456
1536,1334,250,5457
1537,2293,250,5458
1538,2450,332,5459
1539,4525,516,5461
1540,1961,151,5462
1541,500,88,5463
1542,2818,257,5464
1543,5331,326,5465
1544,13107,1109,5468
1545,745,159,5471
1546,1577,174,5472
1547,1501,191,5473
1548,896,60,5474
1549,3365,616,5476
1550,4503,458,5477
1551,13608,2069,5478
1552,0,0,5481
1553,7313,934,5482
1554,1477,161,5483
1555,16,0,5485
1556,1532,148,5486
1557,1537,118,5487
1558,7788,1047,5488
1559,3124,218,5489
1560,5874,752,5491
1561,727,89,5492
1562,1694,119,5494
1563,9490,1013,5495
1564,11606,1296,5602
1565,256,21,5640
1566,17025,2574,5641
1567,1089,171,5647
1568,384,14,5648
1569,966,115,5649
1570,1080,85,5650
1571,1604,217,5651
1572,896,116,5652
1573,486,28,5653
1574,631,130,5654
1575,2892,400,5655
1576,3590,398,5656
1577,47,11,5657
1578,1500,197,5658
1579,1673,100,5660
1580,5612,660,5661
1581,6863,646,5663
1582,0,0,5664
1583,2343,295,5667
1584,644,103,5669
1585,4325,410,5672
1586,2441,174,5673
1587,1548,93,5674
1588,1066,202,5675
1589,4971,491,5676
1590,2157,48,5677
1591,80,0,5678
1592,3350,602,5679
1593,2078,247,5680
1594,325,29,5681
1595,1229,120,5682
1596,19746,3119,5701
1597,282,51,5730
1598,809,133,5732
1599,5799,954,5733
1600,1227,171,5734
1601,4097,562,5735
1602,788,101,5736
1603,770,66,5737
1604,1165,126,5738
1605,1510,144,5739
1606,0,0,5740
1607,640,81,5742
1608,4259,786,5743
1609,683,47,5744
1610,319,38,5747
1611,370,63,5748
1612,848,81,5751
1613,10464,1293,5753
1614,826,66,5757
1615,825,68,5758
1616,1671,364,5759
1617,1037,166,5760
1618,1087,113,5761
1619,626,80,5762
1620,2718,454,5763
1621,3441,532,5764
1622,1785,297,5765
1623,588,66,5766
1624,1000,151,5767
1625,1136,172,5769
1626,1181,172,5770
1627,652,62,5772
1628,2123,281,5773
1629,1220,205,5774
1630,606,84,5775
1631,640,81,5776
1632,3457,579,5777
1633,770,119,5778
1634,9425,1669,5819
1635,624,129,5820
1636,1154,212,5821
1637,1684,305,5822
1638,1073,163,5824
1639,277,26,5825
1640,950,103,5826
1641,298,33,5827
1642,2005,315,5828
1643,1765,249,5829
1644,1648,183,5830
1645,789,103,5832
1646,161,40,5833
1647,1166,106,5836
1648,389,78,5837
1649,732,87,5839
1650,354,61,5841
1651,519,68,5842
1652,2636,432,5843
1653,1037,137,5845
1654,1008,249,5846
1655,845,160,5847
1656,185,55,5850
1657,6511,1174,5851
1658,755,75,5853
1659,6894,1218,5855
1660,1596,273,5857
1661,468,78,5858
1662,2061,282,5859
1663,2549,498,5860
1664,387,57,5862
1665,559,121,5866
1666,870,188,5867
1667,279,59,5868
1668,1569,274,5871
1669,683,118,5872
1670,583,63,5873
1671,541,68,5874
1672,496,39,5875
1673,15,4,5901
1674,180,12,5902
1675,1088,180,5903
1676,229,66,5904
1677,753,151,5905
1678,1264,190,5906
1679,160,64,5907
1680,18422,1530,6001
1681,20110,2413,6002
1682,59877,7909,6010
1683,9395,556,6013
1684,6293,577,6016
1685,2676,430,6018
1686,10160,776,6019
1687,0,0,6020
1688,300,12,6021
1689,55,0,6022
1690,1116,174,6023
1691,650,80,6024
1692,4896,459,6026
1693,1550,117,6027
1694,15593,1191,6029
1695,1268,128,6031
1696,17597,1183,6032
1697,28203,2091,6033
1698,8018,457,6035
1699,18965,2147,6037
1700,1766,140,6039
1701,35534,4311,6040
1702,22094,2137,6042
1703,4969,513,6043
1704,30263,5650,6051
1705,7644,898,6052
1706,34429,4554,6053
1707,6443,437,6057
1708,1582,123,6058
1709,0,0,6059
1710,2346,98,6060
1711,221,39,6061
1712,17634,2064,6062
1713,3227,156,6063
1714,922,103,6065
1715,28895,3175,6066
1716,19411,1840,6067
1717,1668,121,6068
1718,2369,271,6069
1719,14825,1116,6070
1720,9380,740,6071
1721,6082,385,6073
1722,25652,2572,6074
1723,12846,1362,6076
1724,10098,774,6078
1725,1370,151,6081
1726,40939,5267,6082
1727,14973,802,6084
1728,7157,572,6085
1729,4756,680,6088
1730,3097,188,6089
1731,1045,59,6090
1732,157,14,6091
1733,4081,226,6092
1734,3207,375,6093
1735,28755,3346,6095
1736,12460,1236,6096
1737,12569,1632,6098
1738,1295,68,6103
1739,20494,3293,6105
1740,37684,5914,6106
1741,18594,1401,6107
1742,24000,3045,6108
1743,26433,2941,6109
1744,12346,1176,6110
1745,30256,3101,6111
1746,23291,3441,6112
1747,27968,4447,6114
1748,17228,1648,6117
1749,26768,3698,6118
1750,15235,1664,6119
1751,11112,2089,6120
1752,0,0,6160
1753,19596,2610,6226
1754,3776,410,6231
1755,3095,311,6232
1756,7709,883,6234
1757,2360,264,6235
1758,5476,521,6237
1759,12388,1260,6238
1760,10040,1532,6239
1761,7506,785,6241
1762,1405,142,6242
1763,0,0,6243
1764,2822,246,6247
1765,5829,424,6248
1766,7305,837,6249
1767,5184,550,6250
1768,1947,246,6254
1769,4741,600,6255
1770,2375,483,6256
1771,4408,336,6259
1772,9375,1540,6260
1773,513,128,6262
1774,108,0,6263
1775,83,0,6264
1776,522,45,6266
1777,10237,659,6268
1778,9880,252,6269
1779,3975,532,6277
1780,4379,480,6278
1781,6018,617,6279
1782,2817,312,6280
1783,6947,629,6281
1784,1131,193,6282
1785,26038,4131,6320
1786,3348,387,6330
1787,5107,535,6331
1788,310,47,6332
1789,6390,616,6333
1790,2599,276,6334
1791,6672,686,6335
1792,39,0,6336
1793,8130,665,6339
1794,27094,3246,6340
1795,84,32,6350
1796,16253,1779,6351
1797,0,0,6353
1798,6072,901,6354
1799,12098,1305,6355
1800,10713,1110,6357
1801,5279,428,6359
1802,36950,5544,6360
1803,4751,461,6365
1804,7445,1110,6370
1805,9888,719,6371
1806,406,45,6373
1807,8412,938,6374
1808,4047,655,6375
1809,122,0,6376
1810,2787,386,6377
1811,5299,516,6378
1812,9061,999,6379
1813,2850,499,6380
1814,10242,1572,6382
1815,2737,343,6384
1816,15202,1997,6385
1817,171,34,6387
1818,118,0,6389
1819,291,4,6390
1820,19078,2599,6401
1821,5975,675,6403
1822,27627,3308,6405
1823,605,16,6409
1824,26785,2131,6410
1825,4043,299,6412
1826,13188,1397,6413
1827,273,0,6414
1828,16472,1425,6415
1829,13669,1384,6416
1830,4576,509,6417
1831,12615,1335,6418
1832,6501,528,6419
1833,4174,401,6420
1834,7331,569,6422
1835,5162,416,6423
1836,12589,993,6424
1837,3080,466,6426
1838,22163,1911,6437
1839,3025,221,6438
1840,5103,323,6441
1841,2934,208,6442
1842,18024,1568,6443
1843,134,11,6444
1844,6298,399,6447
1845,36244,5212,6450
1846,23628,3591,6451
1847,3251,241,6455
1848,240,8,6456
1849,46582,4836,6457
1850,37838,4032,6460
1851,14698,1408,6461
1852,121,9,6467
1853,19629,1383,6468
1854,3250,159,6469
1855,15964,1498,6470
1856,7940,1367,6471
1857,6600,512,6472
1858,24017,2846,6473
1859,10098,1196,6475
1860,13870,1336,6477
1861,12736,1144,6478
1862,10099,1013,6479
1863,9387,734,6480
1864,1133,77,6481
1865,11082,779,6482
1866,16417,1186,6483
1867,39551,4341,6484
1868,19533,3046,6488
1869,32575,3583,6489
1870,44410,4055,6492
1871,6923,830,6498
1872,2566,211,6510
1873,52066,4853,6511
1874,28667,3781,6512
1875,40482,5021,6513
1876,26778,2875,6514
1877,17996,1954,6515
1878,54968,5765,6516
1879,14679,1686,6517
1880,19331,1490,6518
1881,15577,1894,6519
1882,5555,368,6524
1883,8875,735,6525
1884,29069,3864,6604
1885,23286,2746,6605
1886,47809,4479,6606
1887,7369,1306,6607
1888,14228,2052,6608
1889,21919,3302,6610
1890,35668,3256,6611
1891,7550,521,6612
1892,33482,3914,6614
1893,17934,2056,6615
1894,2753,1068,6702
1895,25556,3720,6704
1896,26839,3308,6705
1897,14989,1881,6706
1898,28952,3811,6708
1899,9603,1598,6710
1900,9400,947,6712
1901,16562,1660,6716
1902,1392,133,6750
1903,3499,419,6751
1904,1729,120,6752
1905,1850,154,6754
1906,927,89,6755
1907,2779,168,6756
1908,2083,162,6757
1909,404,25,6758
1910,5720,452,6759
1911,7498,765,6762
1912,1971,163,6763
1913,31647,3768,6770
1914,26743,1817,6776
1915,1476,68,6777
1916,1326,75,6778
1917,8287,1347,6779
1918,2186,159,6782
1919,2293,155,6783
1920,3681,325,6784
1921,791,43,6785
1922,9908,1019,6786
1923,7825,855,6787
1924,35406,4362,6790
1925,5748,483,6791
1926,895,48,6793
1927,1472,228,6794
1928,14001,990,6795
1929,1026,113,6796
1930,9918,841,6798
1931,18733,1460,6801
1932,16560,1228,6804
1933,6681,472,6807
1934,49301,4364,6810
1935,30875,2697,6811
1936,14010,1238,6812
1937,20884,995,6820
1938,34665,2808,6824
1939,20097,1650,6825
1940,24505,2071,6830
1941,14417,1348,6831
1942,19889,1078,6840
1943,19765,1686,6850
1944,27998,2537,6851
1945,3735,240,6853
1946,27203,2741,6854
1947,7071,626,6855
1948,0,0,6856
1949,7179,289,6870
1950,24864,1560,6877
1951,8627,430,6878
1952,26883,1790,6880
1953,10261,539,6883
1954,4335,238,6890
1955,9030,622,6896
1956,18313,1078,6897
1957,7168,1032,6901
1958,66129,5540,6902
1959,14426,991,6903
1960,19067,1795,6905
1961,8537,606,6906
1962,7816,667,6907
1963,13375,913,7001
1964,63812,6015,7002
1965,47355,4341,7003
1966,7420,722,7004
1967,14916,1195,7005
1968,24781,2207,7006
1969,23345,2155,7008
1970,11710,991,7009
1971,24093,2686,7010
1972,40070,3613,7011
1973,11927,984,7012
1974,26026,2963,7013
1975,5278,475,7014
1976,22618,2167,7016
1977,34273,4206,7017
1978,29484,3922,7018
1979,11693,519,7020
1980,2119,132,7021
1981,13988,1304,7022
1982,7380,500,7023
1983,35598,3404,7024
1984,30791,2686,7026
1985,4239,344,7027
1986,7645,464,7028
1987,16496,1376,7029
1988,50926,2960,7030
1989,15492,1418,7031
1990,40288,3503,7032
1991,7977,810,7033
1992,9763,865,7034
1993,10044,994,7035
1994,41943,4839,7036
1995,29222,2298,7039
1996,24021,1869,7040
1997,7199,408,7041
1998,25272,1851,7042
1999,12859,646,7043
2000,13775,1343,7044
2001,9620,856,7045
2002,4218,88,7046
2003,60820,6091,7047
2004,29708,3830,7050
2005,45551,4524,7052
2006,28892,2467,7054
2007,70001,8118,7055
2008,11432,934,7057
2009,6163,340,7058
2010,15459,1020,7059
2011,44446,3400,7060
2012,12559,1218,7062
2013,14552,1091,7063
2014,3469,346,7064
2015,27588,3200,7065
2016,14758,1315,7066
2017,17785,1493,7067
2018,5813,491,7068
2019,6063,546,7069
2020,18201,1436,7070
2021,20841,2132,7071
2022,6155,615,7072
2023,9091,772,7073
2024,2729,371,7074
2025,8071,712,7075
2026,23453,1953,7076
2027,2561,193,7077
2028,12912,499,7078
2029,16435,945,7079
2030,23293,2238,7080
2031,16249,1883,7081
2032,5107,361,7082
2033,53349,5547,7083
2034,12829,933,7086
2035,67290,7258,7087
2036,3229,337,7088
2037,30375,1762,7090
2038,6565,667,7092
2039,61764,7556,7093
2040,16676,1663,7094
2041,20608,1751,7095
2042,12563,2422,7102
2043,29489,3972,7103
2044,50359,6462,7104
2045,46867,7551,7105
2046,30617,4061,7106
2047,37748,6110,7107
2048,24034,3376,7108
2049,35930,4870,7109
2050,28384,2733,7110
2051,53896,5701,7111
2052,25935,3391,7112
2053,11105,1927,7114
2054,24538,2154,7201
2055,40730,4050,7202
2056,21212,2235,7203
2057,13359,1101,7204
2058,21538,2639,7205
2059,26709,1692,7206
2060,32110,2675,7208
2061,37047,2117,7302
2062,40690,4220,7304
2063,62731,8353,7305
2064,53406,4530,7306
2065,43073,4156,7307
2066,12644,403,7310
2067,435,0,7311
2068,6415,394,7401
2069,7580,468,7403
2070,17809,1210,7405
2071,19685,2028,7407
2072,32506,2909,7410
2073,5943,671,7416
2074,10655,598,7417
2075,2055,186,7418
2076,8800,1004,7419
2077,4191,297,7420
2078,7072,768,7421
2079,6297,503,7422
2080,4109,274,7423
2081,26408,2740,7424
2082,26031,1718,7430
2083,7180,737,7432
2084,2267,161,7435
2085,12647,1165,7436
2086,11566,877,7438
2087,2399,227,7439
2088,4862,412,7440
2089,11126,1096,7442
2090,10675,1505,7444
2091,14570,943,7446
2092,24987,1484,7450
2093,11699,703,7452
2094,12176,848,7456
2095,3798,361,7457
2096,11389,884,7458
2097,3543,299,7460
2098,19405,2112,7461
2099,7130,437,7462
2100,9702,718,7463
2101,6613,602,7465
2102,53953,5159,7470
2103,16769,1497,7480
2104,16576,1136,7481
2105,0,0,7495
2106,30513,3067,7501
2107,14685,1272,7502
2108,19952,1807,7503
2109,12866,1203,7504
2110,2376,356,7505
2111,18868,1688,7506
2112,22479,2082,7508
2113,10638,1382,7512
2114,11869,1201,7513
2115,18531,1711,7514
2116,20826,1876,7522
2117,13014,818,7524
2118,42326,4443,7601
2119,8225,850,7603
2120,11896,1240,7604
2121,9060,608,7605
2122,2371,204,7606
2123,9609,1001,7607
2124,92,8,7608
2125,1861,110,7620
2126,26909,2289,7621
2127,8418,370,7624
2128,8479,831,7626
2129,4904,280,7627
2130,17600,1437,7628
2131,7219,891,7630
2132,27050,2063,7631
2133,5409,474,7632
2134,4704,342,7640
2135,3406,138,7641
2136,10293,856,7642
2137,10723,869,7643
2138,24249,2629,7644
2139,7910,660,7645
2140,16195,1344,7646
2141,4913,432,7647
2142,5507,389,7648
2143,7873,330,7649
2144,19750,1146,7650
2145,25237,2489,7652
2146,8531,707,7656
2147,11089,694,7657
2148,12819,1194,7660
2149,11382,816,7661
2150,5373,536,7662
2151,13721,1582,7663
2152,39793,3097,7666
2153,14603,979,7670
2154,26449,1847,7675
2155,9106,682,7676
2156,5682,404,7677
2157,23643,2598,7701
2158,3756,248,7702
2159,262,19,7703
2160,6108,229,7704
2161,1364,110,7711
2162,39090,4479,7712
2163,8765,776,7716
2164,1941,200,7717
2165,6143,346,7718
2166,21671,1661,7719
2167,4298,372,7720
2168,2998,217,7721
2169,10059,822,7722
2170,1160,129,7723
2171,21476,1857,7724
2172,42334,3516,7726
2173,6806,513,7727
2174,54797,5244,7728
2175,17057,1807,7730
2176,38360,3111,7731
2177,5091,560,7732
2178,16324,1253,7733
2179,13034,1569,7734
2180,19772,2046,7735
2181,3884,467,7737
2182,6346,584,7738
2183,5939,334,7739
2184,30804,3754,7740
2185,19656,1199,7746
2186,30114,2392,7747
2187,27398,2524,7748
2188,3280,211,7750
2189,18998,993,7751
2190,36570,5655,7753
2191,6618,532,7755
2192,3139,459,7756
2193,5575,702,7757
2194,5631,466,7758
2195,9141,577,7760
2196,8401,827,7762
2197,8317,507,7764
2198,25813,1710,7801
2199,3663,285,7803
2200,0,0,7820
2201,9590,819,7821
2202,808,38,7822
2203,7408,1147,7823
2204,9545,841,7825
2205,6364,851,7826
2206,4286,499,7827
2207,14176,1200,7828
2208,6480,344,7830
2209,3690,294,7832
2210,80,0,7833
2211,17622,1297,7834
2212,13390,888,7836
2213,3899,225,7838
2214,29306,2618,7840
2215,116,0,7842
2216,12241,1052,7843
2217,93,0,7846
2218,1303,161,7847
2219,4134,346,7848
2220,9095,506,7849
2221,7320,733,7850
2222,74,9,7851
2223,3863,393,7852
2224,12876,843,7853
2225,3557,349,7856
2226,3303,403,7857
2227,25738,2768,7860
2228,4161,634,7863
2229,2102,143,7865
2230,21588,1621,7866
2231,25385,1330,7869
2232,0,0,7870
2233,20824,1192,7871
2234,8562,584,7874
2235,10065,799,7876
2236,918,78,7878
2237,73,0,7880
2238,6,0,7881
2239,14524,1269,7882
2240,10174,827,7885
2241,22840,1440,7901
2242,26042,1709,7920
2243,7945,707,7921
2244,11757,750,7922
2245,7658,345,7924
2246,97,74,7926
2247,3466,356,7927
2248,19019,893,7928
2249,8340,432,7930
2250,3545,190,7931
2251,10556,957,7932
2252,3465,95,7933
2253,1547,63,7934
2254,486,35,7935
2255,11236,1032,7936
2256,103,56,7939
2257,16826,1174,7940
2258,9405,621,7945
2259,3109,237,7946
2260,19154,1199,7950
2261,42723,3504,7960
2262,0,0,7961
2263,137,0,7970
2264,11952,790,7974
2265,652,44,7976
2266,521,99,7977
2267,608,97,7979
2268,2175,136,7980
2269,9223,745,7981
2270,1009,62,8001
2271,21625,2540,8002
2272,30674,2389,8003
2273,12336,1572,8004
2274,22292,2625,8005
2275,549,78,8006
2276,5416,994,8007
2277,6926,851,8008
2278,12382,1680,8009
2279,11480,1435,8010
2280,80,12,8011
2281,39239,4467,8012
2282,594,53,8014
2283,20246,2781,8015
2284,32500,3454,8016
2285,1017,72,8019
2286,2376,184,8020
2287,45043,6426,8021
2288,8949,1078,8022
2289,464,142,8023
2290,2273,182,8026
2291,4860,708,8027
2292,20041,2168,8028
2293,4859,742,8029
2294,13193,2433,8030
2295,11551,1639,8031
2296,15815,1371,8033
2297,17793,2043,8034
2298,7567,799,8035
2299,5777,504,8036
2300,22793,3659,8037
2301,107,0,8038
2302,55,8,8039
2303,1222,138,8041
2304,83,34,8042
2305,28355,3331,8043
2306,2934,526,8045
2307,31652,4864,8046
2308,12391,1135,8048
2309,5610,648,8049
2310,24368,3170,8050
2311,10924,1345,8051
2312,18734,2207,8052
2313,45414,3710,8053
2314,41318,3800,8054
2315,27092,2078,8055
2316,4437,349,8056
2317,20525,1846,8057
2318,5684,841,8059
2319,23563,2203,8060
2320,2876,455,8061
2321,15747,1284,8062
2322,3113,431,8063
2323,0,0,8064
2324,7382,959,8065
2325,8390,1643,8066
2326,1833,216,8067
2327,6626,948,8068
2328,12733,1922,8069
2329,12953,1932,8070
2330,9633,1014,8071
2331,162,49,8072
2332,262,0,8073
2333,15,5,8074
2334,29269,3629,8075
2335,18503,2018,8077
2336,8436,1027,8078
2337,10705,1964,8079
2338,35284,3096,8080
2339,50718,5305,8081
2340,9559,1160,8083
2341,6938,825,8084
2342,19033,1569,8085
2343,7378,948,8086
2344,23851,3577,8087
2345,24214,3190,8088
2346,4291,680,8089
2347,8906,1141,8090
2348,5340,777,8091
2349,3439,442,8092
2350,10576,1904,8093
2351,39586,5862,8094
2352,180,51,8095
2353,34456,4361,8096
2354,3197,400,8097
2355,8788,801,8098
2356,6919,1249,8102
2357,13089,2578,8103
2358,24199,4197,8104
2359,29359,4210,8105
2360,9907,1292,8106
2361,13910,1560,8107
2362,17767,2400,8108
2363,22641,3013,8109
2364,18502,2347,8110
2365,10060,1357,8201
2366,2018,228,8202
2367,9480,964,8203
2368,17518,2534,8204
2369,27020,2794,8205
2370,16565,1770,8210
2371,170,37,8212
2372,13919,1831,8215
2373,72,46,8217
2374,6989,664,8221
2375,3851,452,8223
2376,669,85,8224
2377,8480,822,8225
2378,11507,1265,8226
2379,5548,491,8230
2380,18822,2755,8232
2381,42395,3924,8234
2382,3233,90,8240
2383,1010,111,8241
2384,3003,532,8242
2385,1861,302,8243
2386,10923,1542,8244
2387,158,0,8246
2388,760,109,8247
2389,36,0,8248
2390,9627,1645,8251
2391,13648,1961,8260
2392,8627,1317,8270
2393,42237,5719,8302
2394,2055,447,8310
2395,2155,271,8311
2396,7787,1258,8312
2397,550,15,8314
2398,324,58,8316
2399,1446,156,8317
2400,12104,1496,8318
2401,1271,119,8319
2402,0,0,8320
2403,101,20,8321
2404,10189,1094,8322
2405,1005,162,8323
